binding_id,node_id,node_name,binding_target_id,binding_target_title,binding_type,project_id,task_id,resource_type,learning_activity_type,student_action,student_output,assessment_output,binding_status,audit_status,risk_level,source_file,notes
BV03-0099,P6T2-N04,建立切换类问题信令证据链,切换问题证据链,切换问题证据链,assessment_output,P6,P6-T2,annotated_image;redrawn_image;worksheet,metric_annotation;evidence_classification;problem_diagnosis,标注切换流程中的关键节点，判断是未上报、未下发、未收到还是执行失败。,切换问题证据链,切换问题证据链,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,能说明切换问题发生在哪一步、对应信令证据和优化判断边界。
BV03-0100,P6T2-N05,建立掉线类问题复盘链,P6T2-C05,P6T2-C05,resource_card,P6,P6-T2,text_card;worksheet;rubric,reflection_summary;problem_diagnosis;risk_checking,对照掉线表现，填写原因链、证据和待排除项。,掉线原因复盘单,掉线原因复盘单,planned,pending_professional_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,掉线定义、原因分类和复盘口径需专业复核。
BV03-0101,P6T2-N05,建立掉线类问题复盘链,P6T2-W05,P6T2-W05,resource_card,P6,P6-T2,text_card;worksheet;rubric,reflection_summary;problem_diagnosis;risk_checking,对照掉线表现，填写原因链、证据和待排除项。,掉线原因复盘单,掉线原因复盘单,planned,pending_professional_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,掉线定义、原因分类和复盘口径需专业复核。
BV03-0102,P6T2-N05,建立掉线类问题复盘链,掉线原因复盘单,掉线原因复盘单,assessment_output,P6,P6-T2,text_card;worksheet;rubric,reflection_summary;problem_diagnosis;risk_checking,对照掉线表现，填写原因链、证据和待排除项。,掉线原因复盘单,掉线原因复盘单,planned,pending_professional_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,能把掉线现象、信令表现、可能原因和待排查项分开表达。
BV03-0103,P6T2-N06,提出优化建议并说明适用边界,P6T2-C06,P6T2-C06,resource_card,P6,P6-T2,simulation_case;redrawn_image;worksheet;table,proposal_matching;risk_checking;comparison_analysis,把原因卡与优化建议卡匹配，写出建议、适用条件和复测方式。,优化建议卡,优化建议卡,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,功率、波束、CIO、切换触发时间等建议需专业复核。
BV03-0104,P6T2-N06,提出优化建议并说明适用边界,P6T2-W06,P6T2-W06,resource_card,P6,P6-T2,simulation_case;redrawn_image;worksheet;table,proposal_matching;risk_checking;comparison_analysis,把原因卡与优化建议卡匹配，写出建议、适用条件和复测方式。,优化建议卡,优化建议卡,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,功率、波束、CIO、切换触发时间等建议需专业复核。
BV03-0105,P6T2-N06,提出优化建议并说明适用边界,优化建议卡,优化建议卡,assessment_output,P6,P6-T2,simulation_case;redrawn_image;worksheet;table,proposal_matching;risk_checking;comparison_analysis,把原因卡与优化建议卡匹配，写出建议、适用条件和复测方式。,优化建议卡,优化建议卡,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,能提出与原因相匹配的建议，并说明该建议不能解决哪些问题。
BV03-0106,P6T2-N07,输出信令问题分析与复盘报告,P6T2-C07,P6T2-C07,resource_card,P6,P6-T2,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,整理现象、证据链、原因判断、优化建议、复测方式和待复核点。,信令问题分析报告,信令问题分析报告,planned,pending_professional_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,报告结构、信令结论和建议边界需教师及通信专业专家复核。
BV03-0107,P6T2-N07,输出信令问题分析与复盘报告,P6T2-W07,P6T2-W07,resource_card,P6,P6-T2,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,整理现象、证据链、原因判断、优化建议、复测方式和待复核点。,信令问题分析报告,信令问题分析报告,planned,pending_professional_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,报告结构、信令结论和建议边界需教师及通信专业专家复核。
BV03-0108,P6T2-N07,输出信令问题分析与复盘报告,P6T2-RPT01,P6T2-RPT01,resource_card,P6,P6-T2,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,整理现象、证据链、原因判断、优化建议、复测方式和待复核点。,信令问题分析报告,信令问题分析报告,planned,pending_professional_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,报告结构、信令结论和建议边界需教师及通信专业专家复核。
BV03-0109,P6T2-N07,输出信令问题分析与复盘报告,信令问题分析报告,信令问题分析报告,assessment_output,P6,P6-T2,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,整理现象、证据链、原因判断、优化建议、复测方式和待复核点。,信令问题分析报告,信令问题分析报告,planned,pending_professional_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,能让教师或专业复核者追溯现象、证据、原因、建议和复测要求。
BV03-0110,P4T2-N03,读覆盖指标,IMG-288,IMG-288 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读覆盖指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,覆盖优化结果截图需重绘或标注后才能作为教学证据。
BV03-0111,P4T2-N04,读移动性指标,IMG-236,IMG-236 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读移动性指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,切换流程图需标注测量、判决、执行阶段。
BV03-0112,P4T2-N04,读移动性指标,IMG-245,IMG-245 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读移动性指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,SA切换流程需重绘为教学版。
BV03-0113,P4T2-N04,读移动性指标,IMG-289,IMG-289 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读移动性指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,切换优化结果截图需重绘或标注。
BV03-0114,P4T2-N05,读体验与容量指标,IMG-290,IMG-290 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读体验与容量指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,时延结果截图需替换为时延指标对比表。
BV03-0115,P4T2-N05,读体验与容量指标,IMG-291,IMG-291 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读体验与容量指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,速率结果截图需替换为速率指标对比表。
BV03-0116,P4T2-N05,读体验与容量指标,IMG-292,IMG-292 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读体验与容量指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,容量结果截图需重绘容量负荷图。
BV03-0117,P4T2-N05,读体验与容量指标,IMG-293,IMG-293 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读体验与容量指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,掉线结果截图需重绘掉线率证据链图。
BV03-0118,P5T3-N02,选择验证数据源与复测路径,IMG-325,IMG-325 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,选择验证数据源与复测路径,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,性能验证数据源图需重绘为教学化选择图。
BV03-0119,P5T3-N03,建立优化前后KPI对比基线,IMG-326,IMG-326 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,建立优化前后KPI对比基线,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,数据中心界面需重绘为教学化KPI对比表。
BV03-0120,P5T3-N04,验证接入与保持类提升效果,IMG-327,IMG-327 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,未下发A2重配截图需标注或重绘。
BV03-0121,P5T3-N04,验证接入与保持类提升效果,IMG-328,IMG-328 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,问题分析截图需标注。
BV03-0122,P5T3-N04,验证接入与保持类提升效果,IMG-329,IMG-329 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,A2重配正常截图需重绘对照。
BV03-0123,P5T3-N04,验证接入与保持类提升效果,IMG-330,IMG-330 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,PDU会话未完全建立截图需标注。
BV03-0124,P5T3-N04,验证接入与保持类提升效果,IMG-331,IMG-331 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,网络配置图需版权和清晰度审核。
BV03-0125,P5T3-N04,验证接入与保持类提升效果,IMG-332,IMG-332 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,配置截图需重绘。
BV03-0126,P5T3-N04,验证接入与保持类提升效果,IMG-333,IMG-333 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,优化过程截图需重绘。
BV03-0127,P5T3-N04,验证接入与保持类提升效果,IMG-334,IMG-334 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,PDU会话建立正常截图需重绘对照。
BV03-0128,P5T3-N04,验证接入与保持类提升效果,IMG-335,IMG-335 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,弱覆盖导致掉线截图需标注。
BV03-0129,P5T3-N04,验证接入与保持类提升效果,IMG-336,IMG-336 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,掉线效果验证截图需重绘为复测对比图。
BV03-0130,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-337,IMG-337 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,乒乓切换测试图示需标注。
BV03-0131,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-338,IMG-338 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,乒乓切换效果验证图需重绘。
BV03-0132,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-339,IMG-339 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,低速率问题截图需标注。
BV03-0133,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-340,IMG-340 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,低速率复测图需重绘。
BV03-0134,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-341,IMG-341 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,可用类问题路测图需标注。
BV03-0135,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-342,IMG-342 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,光链路故障证据需标注。
BV03-0136,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-343,IMG-343 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,可用类复测图需重绘。
BV03-0137,P4T2-N01,P4T2-N01,R-01,投诉线索归类互动,overall_prototype_resource,P4,P4-T2,互动,互动,投诉线索归类互动,样章内已有学习活动,样章内已有学习活动,样章内已有学习活动,教学模拟，待专业复核,medium,samples/digital_textbook_overall_prototype/data.js,教学模拟，待专业复核
BV03-0138A,P4T2-N03,读覆盖指标,R-02,覆盖/移动性指标表,overall_prototype_resource,P4,P4-T2,表格,表格,覆盖/移动性指标表,样章内已有,样章内已有,样章内已有,阈值待专业复核,medium,samples/digital_textbook_overall_prototype/data.js,覆盖指标部分阈值待专业复核
BV03-0138B,P4T2-N04,读移动性指标,R-02,覆盖/移动性指标表,overall_prototype_resource,P4,P4-T2,表格,表格,覆盖/移动性指标表,样章内已有,样章内已有,样章内已有,阈值待专业复核,medium,samples/digital_textbook_overall_prototype/data.js,移动性指标部分阈值待专业复核
BV03-0139,P4T2-N05,P4T2-N05,R-03,指标行标注活动,overall_prototype_resource,P4,P4-T2,互动,互动,指标行标注活动,样章内已有学习活动,样章内已有学习活动,样章内已有学习活动,教学模拟，待专业复核,medium,samples/digital_textbook_overall_prototype/data.js,教学模拟，待专业复核
BV03-0140A,P4T2-N07,形成验收结论,R-04,结论拼装与修正句,overall_prototype_resource,P4,P4-T2,学习单,学习单,结论拼装与修正句,样章内已有,样章内已有,样章内已有,待一线试看,medium,samples/digital_textbook_overall_prototype/data.js,验收结论拼装待一线试看
BV03-0140B,P4T2-N08,修正职业表达,R-04,结论拼装与修正句,overall_prototype_resource,P4,P4-T2,学习单,学习单,结论拼装与修正句,样章内已有,样章内已有,样章内已有,待一线试看,medium,samples/digital_textbook_overall_prototype/data.js,职业表达修正待一线试看
BV03-0141,P4-T2,任务2：5G网络优化结果验证,R-05,教师2课时带教材料,overall_prototype_resource,P4,P4-T2,教师材料,教师材料,教师2课时带教材料,样章内已有,样章内已有,样章内已有,待一线教师试看,medium,samples/digital_textbook_overall_prototype/data.js,任务级教师材料，覆盖P4T2-N01至P4T2-N08
BV03-0142,COURSE-5G-NETOPT,5G网络优化教材（高级）,R-06,全书媒体池,overall_prototype_resource,全书,多任务,图片/截图,图片/截图,全书媒体池,已抽取，未治理完成,已抽取，未治理完成,已抽取，未治理完成,不可默认发布,high,samples/digital_textbook_overall_prototype/data.js,全课程媒体治理池，不直接等同于可发布资源
BV03-0143,COURSE-5G-NETOPT,5G网络优化教材（高级）,R-07,课程能力图谱跨层映射表,overall_prototype_resource,全书,18个任务,结构化数据,结构化数据,课程能力图谱跨层映射表,已形成,已形成,已形成,需后续专家复核图谱合理性,medium,samples/digital_textbook_overall_prototype/data.js,课程级结构化映射，覆盖CG-01至CG-07
BV03A-INC-P2T2-001,P2T2-N01,判断测试异常现象与影响范围,P2T2A-C01,测试异常情境卡,resource_card,P2,P2-T2,text_card;case_card;classification_table,case_intro;problem_classification,阅读现场异常情境，写出异常现象、影响范围和初步类型。,测试异常现象判断单,测试异常现象判断单,planned,pending_professional_review,medium,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,用一个完整情境引入任务，避免先讲零散设备问题。
BV03A-INC-P2T2-002,P2T2-N02,按排查路径处理设备、软件与数据问题,P2T2A-C02,设备与供电排查分支卡,resource_card,P2,P2-T2,text_card;process_table;worksheet,process_ordering;troubleshooting,按GPS、终端、扫频仪、USB端口、供电顺序排查设备类问题。,测试问题排查记录单,测试问题排查记录单,planned,pending_professional_review,high,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,作为P2T2-N02下的分支资源，不单独上升为图谱节点。
BV03A-INC-P2T2-003,P2T2-N02,按排查路径处理设备、软件与数据问题,P2T2A-C03,软件与授权排查分支卡,resource_card,P2,P2-T2,flowchart;worksheet,process_ordering;troubleshooting,按授权、端口、驱动、软件重启、电脑替换等步骤排查软件连接问题。,测试问题排查记录单,测试问题排查记录单,planned,pending_professional_review,medium,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,作为P2T2-N02下的分支资源，不单独上升为图谱节点。
BV03A-INC-P2T2-004,P2T2-N02,按排查路径处理设备、软件与数据问题,P2T2A-C04,数据保存与完整性检查卡,resource_card,P2,P2-T2,checklist;worksheet,data_checking;risk_checking,检查硬盘空间、采集文件、字段完整性和可分析性。,测试问题排查记录单,测试问题排查记录单,planned,pending_professional_review,medium,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,该分支与P2-T3 LOG导入形成前置关系。
BV03A-INC-P2T2-005,P2T2-N02,按排查路径处理设备、软件与数据问题,IMG-083,车载逆变器图片,media_asset_review,P2,P2-T2,image;redrawn_image,risk_checking,评估图片是否可用于教学并提出重绘或标注要求。,媒体审查记录,硬件图片媒体审查记录,planned,pending_media_review,high,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,原教材图片不可默认发布，建议重绘为供电异常判断示意图。
BV03A-INC-P2T2-006,P2T2-N03,完成现场协调与责任升级,P2T2A-C05,现场协调升级卡,resource_card,P2,P2-T2,scenario_card;matching,role_matching;communication_routing,根据测试车辆、客户接口、业主阻拦和后台支撑场景选择责任人。,现场协调升级记录,现场协调升级记录,planned,pending_professional_review,medium,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,强调禁止越权承诺和及时反馈边界。
BV03A-INC-P2T2-007,P2T2-N04,形成问题处理闭环记录与预案,P2T2A-C06,GPS打点失败案例复盘表,resource_card,P2,P2-T2,case_table;worksheet,case_analysis;troubleshooting,复盘GPS打点失败案例并判断问题原因和处理措施。,测试问题闭环记录与预案,测试问题闭环记录与预案,planned,pending_professional_review,medium,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,来自原教材经典案例，仍需专业教师确认表述和处理流程。
BV03A-INC-P2T2-008,P2T2-N04,形成问题处理闭环记录与预案,P2T2A-C07,测试问题闭环记录模板,resource_card,P2,P2-T2,worksheet;report_template,case_analysis;reflection_summary,把问题现象、排查过程、处理措施、责任人和结果写成闭环记录。,测试问题闭环记录与预案,测试问题闭环记录与预案,planned,pending_professional_review,medium,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,作为后续P2-T3数据分析的问题背景。
BV03A-INC-P2T2-009,P2T2-N04,形成问题处理闭环记录与预案,P2T2A-C08,测试问题预案模板,resource_card,P2,P2-T2,worksheet;template,reflection_summary;risk_checking,根据问题类型补充下次测试前的预防检查项。,测试问题闭环记录与预案,测试问题闭环记录与预案,planned,pending_professional_review,medium,reports/P2-T2详细能力节点主数据增量样表V0.3A.csv,用于把一次问题处理转化为可复用预案。
BV031A-INC-P3T3-001,P3T3-N01,明确参数检查场景与检查对象,P3T3-C01,参数检查情境卡,resource_card,P3,P3-T3,case_card;text_card;classification_table,case_intro;problem_classification,阅读掉话、切换异常、速率下降等情境，选择无线、传输或核心网检查对象。,参数检查任务单,参数检查任务单,planned,pending_professional_review,medium,reports/P3-T3增量补拆修订说明V0.3.1A.md,用情境启动任务，避免学生先面对大量参数公式。
BV031A-INC-P3T3-002,P3T3-N01,明确参数检查场景与检查对象,P3T3-W01,参数检查任务单,assessment_output,P3,P3-T3,worksheet;rubric,case_intro;problem_classification,填写问题现象、检查对象、需要查看的数据和预期产出。,参数检查任务单,参数检查任务单,planned,pending_professional_review,medium,reports/P3-T3增量补拆修订说明V0.3.1A.md,评价学生是否能把问题现象转化为参数检查任务。
BV031A-INC-P3T3-003,P3T3-N02,识读容量、覆盖与功率参数口径,P3T3-C02A,容量参数读法卡,resource_card,P3,P3-T3,formula_card;parameter_table;worked_example;worksheet,formula_annotation;data_reading,标出资源占比、等效TBS、区域吞吐量和单扇区能力等变量，说明它们支持的容量判断。,规划参数读法与边界表,规划参数读法与边界表,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,把容量计算拆成教学化读法卡，避免直接堆公式。
BV031A-INC-P3T3-004,P3T3-N02,识读容量、覆盖与功率参数口径,P3T3-C02B,覆盖与链路预算参数读法卡,resource_card,P3,P3-T3,formula_card;parameter_table;worked_example;worksheet,formula_annotation;boundary_checking,标出发射功率、天线增益、噪声、灵敏度、路损和覆盖距离等变量，说明它们支持的覆盖判断。,规划参数读法与边界表,规划参数读法与边界表,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,覆盖和链路预算公式必须专业复核，不能写成通用结论。
BV031A-INC-P3T3-005,P3T3-N02,识读容量、覆盖与功率参数口径,P3T3-C02C,功率与接入参数边界表,resource_card,P3,P3-T3,formula_card;parameter_table;worked_example;worksheet,parameter_comparison;boundary_checking,把功率、接入、测量事件、MCS、HARQ等参数归类，写出能说明什么和不能说明什么。,规划参数读法与边界表,规划参数读法与边界表,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,参数范围需专业复核，不能写成通用阈值。
BV031A-INC-P3T3-006,P3T3-N02,识读容量、覆盖与功率参数口径,P3T3-W02,规划参数读法与边界表,assessment_output,P3,P3-T3,worksheet;rubric,formula_annotation;boundary_checking,填写每类参数能支持的判断、不能直接说明的问题和需补查材料。,规划参数读法与边界表,规划参数读法与边界表,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,用于约束学生不能只背公式或只抄参数范围。
BV031A-INC-P3T3-007,P3T3-N03,完成无线侧参数查询、导出与差异比较,P3T3-C04,无线侧参数查询路径卡,resource_card,P3,P3-T3,redrawn_image;process_table;worksheet,process_ordering;data_checking,按网管入口、无线侧、站点、小区参数、导出数据的路径排序。,无线参数差异检查记录,无线参数差异检查记录,planned,pending_media_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,原教材网管截图需重绘为教学化流程图。
BV031A-INC-P3T3-008,P3T3-N03,完成无线侧参数查询、导出与差异比较,P3T3-C05,无线参数差异比较表,resource_card,P3,P3-T3,parameter_table;worksheet;comparison_table,parameter_comparison;data_checking,比较现网数据、导出数据和目标配置，标出差异项和复核风险。,无线参数差异检查记录,无线参数差异检查记录,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,差异项不等于故障结论，需连接业务现象和专业复核。
BV031A-INC-P3T3-009,P3T3-N03,完成无线侧参数查询、导出与差异比较,IMG-173-176,无线网管参数检查截图组,media_asset_review,P3,P3-T3,image;redrawn_image,risk_checking,评估无线网管主界面、无线侧入口、参数窗口和导出窗口是否需要重绘、标注或替换。,媒体审查记录,无线网管截图媒体审查记录,planned,pending_media_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,包含image173、image174、image175、image176，涉及非通用仿真或网管软件截图，不能裸用。
BV031A-INC-P3T3-010,P3T3-N03,完成无线侧参数查询、导出与差异比较,P3T3-W03,无线参数差异检查记录,assessment_output,P3,P3-T3,worksheet;rubric,parameter_comparison;data_checking,提交无线参数差异检查记录，说明差异项、影响判断和下一步复核。,无线参数差异检查记录,无线参数差异检查记录,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,评价重点是是否能解释差异含义，而不是只截屏。
BV031A-INC-P3T3-011,P3T3-N04,完成传输侧参数查询与承载参数核对,P3T3-C06,传输承载场景读图卡,resource_card,P3,P3-T3,scenario_card;redrawn_image;text_card,data_reading;risk_checking,根据D-RAN、C-RAN、前传、回传场景判断需要核对的传输参数。,传输参数核对记录,传输参数核对记录,planned,pending_media_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,OTN、PTN、SPN和前回传图应重绘为教学版。
BV031A-INC-P3T3-012,P3T3-N04,完成传输侧参数查询与承载参数核对,P3T3-C07,传输参数核对表,resource_card,P3,P3-T3,parameter_table;checklist;worksheet,parameter_comparison;risk_checking,核对CIR、PIR、本地优先级、告警门限、路由策略和带宽等参数。,传输参数核对记录,传输参数核对记录,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,传输参数是否异常必须结合承载场景和业务要求。
BV031A-INC-P3T3-013,P3T3-N04,完成传输侧参数查询与承载参数核对,IMG-155-165,传输组网与网管截图组,media_asset_review,P3,P3-T3,image;redrawn_image,risk_checking,评估传输承载方案图、带宽需求图和传输网管截图是否需要重绘、标注或替换。,媒体审查记录,传输图示与网管截图媒体审查记录,planned,pending_media_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,包含image155至image165，正式资源化前需分图审查。
BV031A-INC-P3T3-014,P3T3-N04,完成传输侧参数查询与承载参数核对,P3T3-W04,传输参数核对记录,assessment_output,P3,P3-T3,worksheet;rubric,parameter_comparison;risk_checking,提交传输参数核对记录，说明承载风险、需补查数据和是否影响业务。,传输参数核对记录,传输参数核对记录,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,评价学生是否能把参数表和承载场景联系起来。
BV031A-INC-P3T3-015,P3T3-N05,完成核心网参数查询与业务控制参数核对,P3T3-C08,核心网功能与QoS概念卡,resource_card,P3,P3-T3,concept_card;table;text_card,terminology_matching;data_reading,把AMF、SMF、UPF、QoS等概念与参数检查任务对应起来。,核心网参数核对记录,核心网参数核对记录,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,概念解释必须服务当前参数检查任务，不能扩展成协议讲义。
BV031A-INC-P3T3-016,P3T3-N05,完成核心网参数查询与业务控制参数核对,P3T3-C09,核心网控制参数核对表,resource_card,P3,P3-T3,parameter_table;worksheet;checklist,parameter_comparison;risk_checking,核对核心网控制类参数、QoS参数和业务控制相关参数。,核心网参数核对记录,核心网参数核对记录,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,协议参数和默认值需要通信专业教师复核。
BV031A-INC-P3T3-017,P3T3-N05,完成核心网参数查询与业务控制参数核对,IMG-172-177,核心网参数检查入口与查询截图组,media_asset_review,P3,P3-T3,image;redrawn_image,risk_checking,评估核心网参数检查入口和参数查询窗口截图是否需要重绘、标注或替换。,媒体审查记录,核心网截图媒体审查记录,planned,pending_media_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,包含image172和image177，原截图不能默认进入正式数字教材。
BV031A-INC-P3T3-018,P3T3-N05,完成核心网参数查询与业务控制参数核对,P3T3-W05,核心网参数核对记录,assessment_output,P3,P3-T3,worksheet;rubric,parameter_comparison;risk_checking,提交核心网参数核对记录，说明参数用途、业务影响和复核风险。,核心网参数核对记录,核心网参数核对记录,planned,pending_professional_review,high,reports/P3-T3增量补拆修订说明V0.3.1A.md,评价重点是参数用途和业务影响，而不是抄默认值。
