binding_id,node_id,node_name,binding_target_id,binding_target_title,binding_type,project_id,task_id,resource_type,learning_activity_type,student_action,student_output,assessment_output,binding_status,audit_status,risk_level,source_file,notes
BV03-0063,P5T3-N01,确认性能提升方案与验证口径,P5T3-C02,P5T3-C02,resource_card,P5,P5-T3,text_card;worksheet;table,case_intro;risk_checking,对照提升方案，填写验证对象、验证范围、前后对比基线和达成口径。,性能提升验证任务单,性能提升验证任务单,planned,pending_professional_review,medium,reports/P5-T3详细能力节点字段表V0.2.csv,验证口径需专业教师确认，避免把教材案例阈值泛化为行业统一标准。
BV03-0064,P5T3-N01,确认性能提升方案与验证口径,性能提升验证任务单,性能提升验证任务单,assessment_output,P5,P5-T3,text_card;worksheet;table,case_intro;risk_checking,对照提升方案，填写验证对象、验证范围、前后对比基线和达成口径。,性能提升验证任务单,性能提升验证任务单,planned,pending_professional_review,medium,reports/P5-T3详细能力节点字段表V0.2.csv,能区分验证对象、验证范围、基线和达成口径，且不把实施完成直接写成验证通过。
BV03-0065,P5T3-N02,选择验证数据源与复测路径,P5T3-C03,P5T3-C03,resource_card,P5,P5-T3,text_card;chart;worksheet,evidence_classification;process_ordering,把接入、保持、移动性、资源、可用类验证目标匹配到合适的数据源。,验证数据源选择表,验证数据源选择表,planned,pending_media_review,medium,reports/P5-T3详细能力节点字段表V0.2.csv,网管、大数据、路测、用户回访的适用边界需专业教师确认。
BV03-0066,P5T3-N02,选择验证数据源与复测路径,P5T3-C04,P5T3-C04,resource_card,P5,P5-T3,text_card;chart;worksheet,evidence_classification;process_ordering,把接入、保持、移动性、资源、可用类验证目标匹配到合适的数据源。,验证数据源选择表,验证数据源选择表,planned,pending_media_review,medium,reports/P5-T3详细能力节点字段表V0.2.csv,网管、大数据、路测、用户回访的适用边界需专业教师确认。
BV03-0067,P5T3-N02,选择验证数据源与复测路径,验证数据源选择表,验证数据源选择表,assessment_output,P5,P5-T3,text_card;chart;worksheet,evidence_classification;process_ordering,把接入、保持、移动性、资源、可用类验证目标匹配到合适的数据源。,验证数据源选择表,验证数据源选择表,planned,pending_media_review,medium,reports/P5-T3详细能力节点字段表V0.2.csv,能说明数据源选择理由，并指出单一数据源的局限。
BV03-0068,P5T3-N03,建立优化前后KPI对比基线,P5T3-C05,P5T3-C05,resource_card,P5,P5-T3,table;chart;worksheet,metric_annotation;comparison_analysis;data_reading,提取接通率、掉线率、切换、速率、可用性等指标，制作前后对比表。,优化前后KPI对比表,优化前后KPI对比表,planned,pending_media_review,high,reports/P5-T3详细能力节点字段表V0.2.csv,具体KPI阈值和场景适用口径需专业复核。
BV03-0069,P5T3-N03,建立优化前后KPI对比基线,P5T3-C06,P5T3-C06,resource_card,P5,P5-T3,table;chart;worksheet,metric_annotation;comparison_analysis;data_reading,提取接通率、掉线率、切换、速率、可用性等指标，制作前后对比表。,优化前后KPI对比表,优化前后KPI对比表,planned,pending_media_review,high,reports/P5-T3详细能力节点字段表V0.2.csv,具体KPI阈值和场景适用口径需专业复核。
BV03-0070,P5T3-N03,建立优化前后KPI对比基线,优化前后KPI对比表,优化前后KPI对比表,assessment_output,P5,P5-T3,table;chart;worksheet,metric_annotation;comparison_analysis;data_reading,提取接通率、掉线率、切换、速率、可用性等指标，制作前后对比表。,优化前后KPI对比表,优化前后KPI对比表,planned,pending_media_review,high,reports/P5-T3详细能力节点字段表V0.2.csv,能正确形成前后对比，并避免只看单一指标就下结论。
BV03-0071,P5T3-N04,验证接入与保持类提升效果,P5T3-C07,P5T3-C07,resource_card,P5,P5-T3,simulation_case;annotated_image;redrawn_image;worksheet,problem_diagnosis;evidence_classification;metric_annotation,阅读接入类和保持类案例材料，标出支持“已改善”和“仍有风险”的依据。,接入/保持类效果判断记录,接入/保持类效果判断记录,planned,pending_media_review,high,reports/P5-T3详细能力节点字段表V0.2.csv,原教材接入、PDU会话、掉线相关截图需重绘或标注，专业结论需复核。
BV03-0072,P5T3-N04,验证接入与保持类提升效果,P5T3-C08,P5T3-C08,resource_card,P5,P5-T3,simulation_case;annotated_image;redrawn_image;worksheet,problem_diagnosis;evidence_classification;metric_annotation,阅读接入类和保持类案例材料，标出支持“已改善”和“仍有风险”的依据。,接入/保持类效果判断记录,接入/保持类效果判断记录,planned,pending_media_review,high,reports/P5-T3详细能力节点字段表V0.2.csv,原教材接入、PDU会话、掉线相关截图需重绘或标注，专业结论需复核。
BV03-0073,P5T3-N04,验证接入与保持类提升效果,P5T3-C09,P5T3-C09,resource_card,P5,P5-T3,simulation_case;annotated_image;redrawn_image;worksheet,problem_diagnosis;evidence_classification;metric_annotation,阅读接入类和保持类案例材料，标出支持“已改善”和“仍有风险”的依据。,接入/保持类效果判断记录,接入/保持类效果判断记录,planned,pending_media_review,high,reports/P5-T3详细能力节点字段表V0.2.csv,原教材接入、PDU会话、掉线相关截图需重绘或标注，专业结论需复核。
BV03-0074,P5T3-N04,验证接入与保持类提升效果,接入/保持类效果判断记录,接入/保持类效果判断记录,assessment_output,P5,P5-T3,simulation_case;annotated_image;redrawn_image;worksheet,problem_diagnosis;evidence_classification;metric_annotation,阅读接入类和保持类案例材料，标出支持“已改善”和“仍有风险”的依据。,接入/保持类效果判断记录,接入/保持类效果判断记录,planned,pending_media_review,high,reports/P5-T3详细能力节点字段表V0.2.csv,能用至少两类依据说明接入或保持类问题是否改善，并写出未闭环边界。
BV03-0075,P5T3-N05,验证移动性、资源与可用类提升效果,P5T3-C10,P5T3-C10,resource_card,P5,P5-T3,simulation_case;table;chart;redrawn_image;worksheet,comparison_analysis;problem_diagnosis;risk_checking,对移动性、资源、可用类案例进行前后对比，写出是否闭环和仍需关注的风险。,移动性/资源/可用类效果判断记录,移动性/资源/可用类效果判断记录,planned,pending_media_review,high,reports/P5-T3详细能力节点字段表V0.2.csv,原教材移动性、速率、光链路故障截图需媒体治理，指标和结论需专业复核。
BV03-0076,P5T3-N05,验证移动性、资源与可用类提升效果,P5T3-C11,P5T3-C11,resource_card,P5,P5-T3,simulation_case;table;chart;redrawn_image;worksheet,comparison_analysis;problem_diagnosis;risk_checking,对移动性、资源、可用类案例进行前后对比，写出是否闭环和仍需关注的风险。,移动性/资源/可用类效果判断记录,移动性/资源/可用类效果判断记录,planned,pending_media_review,high,reports/P5-T3详细能力节点字段表V0.2.csv,原教材移动性、速率、光链路故障截图需媒体治理，指标和结论需专业复核。
BV03-0077,P5T3-N05,验证移动性、资源与可用类提升效果,P5T3-C12,P5T3-C12,resource_card,P5,P5-T3,simulation_case;table;chart;redrawn_image;worksheet,comparison_analysis;problem_diagnosis;risk_checking,对移动性、资源、可用类案例进行前后对比，写出是否闭环和仍需关注的风险。,移动性/资源/可用类效果判断记录,移动性/资源/可用类效果判断记录,planned,pending_media_review,high,reports/P5-T3详细能力节点字段表V0.2.csv,原教材移动性、速率、光链路故障截图需媒体治理，指标和结论需专业复核。
BV03-0078,P5T3-N05,验证移动性、资源与可用类提升效果,移动性/资源/可用类效果判断记录,移动性/资源/可用类效果判断记录,assessment_output,P5,P5-T3,simulation_case;table;chart;redrawn_image;worksheet,comparison_analysis;problem_diagnosis;risk_checking,对移动性、资源、可用类案例进行前后对比，写出是否闭环和仍需关注的风险。,移动性/资源/可用类效果判断记录,移动性/资源/可用类效果判断记录,planned,pending_media_review,high,reports/P5-T3详细能力节点字段表V0.2.csv,能说明指标改善、业务体验恢复和仍需观察风险之间的关系。
BV03-0079,P5T3-N06,判断未闭环指标与二次分析入口,P5T3-C13,P5T3-C13,resource_card,P5,P5-T3,worksheet;text_card;rubric,evidence_classification;reflection_summary;correction_revision,把案例结论分成已闭环、改善但未达标、证据不足、需信令复盘四类。,未闭环问题清单,未闭环问题清单,planned,pending_professional_review,high,reports/P5-T3详细能力节点字段表V0.2.csv,未闭环分类和信令复盘入口需专业教师确认。
BV03-0080,P5T3-N06,判断未闭环指标与二次分析入口,P5T3-C14,P5T3-C14,resource_card,P5,P5-T3,worksheet;text_card;rubric,evidence_classification;reflection_summary;correction_revision,把案例结论分成已闭环、改善但未达标、证据不足、需信令复盘四类。,未闭环问题清单,未闭环问题清单,planned,pending_professional_review,high,reports/P5-T3详细能力节点字段表V0.2.csv,未闭环分类和信令复盘入口需专业教师确认。
BV03-0081,P5T3-N06,判断未闭环指标与二次分析入口,未闭环问题清单,未闭环问题清单,assessment_output,P5,P5-T3,worksheet;text_card;rubric,evidence_classification;reflection_summary;correction_revision,把案例结论分成已闭环、改善但未达标、证据不足、需信令复盘四类。,未闭环问题清单,未闭环问题清单,planned,pending_professional_review,high,reports/P5-T3详细能力节点字段表V0.2.csv,能说明未闭环原因，并把问题连接到数据分析、方案调整、复测或信令复盘。
BV03-0082,P5T3-N07,输出全网性能提升验证报告,P5T3-C15,P5T3-C15,resource_card,P5,P5-T3,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,按模板填写验证目标、数据来源、对比结果、结论边界和后续建议。,全网性能提升验证报告,全网性能提升验证报告,planned,pending_professional_review,medium,reports/P5-T3详细能力节点字段表V0.2.csv,报告模板和职业表达口径需专业教师和编辑共同复核。
BV03-0083,P5T3-N07,输出全网性能提升验证报告,P5T3-C16,P5T3-C16,resource_card,P5,P5-T3,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,按模板填写验证目标、数据来源、对比结果、结论边界和后续建议。,全网性能提升验证报告,全网性能提升验证报告,planned,pending_professional_review,medium,reports/P5-T3详细能力节点字段表V0.2.csv,报告模板和职业表达口径需专业教师和编辑共同复核。
BV03-0084,P5T3-N07,输出全网性能提升验证报告,全网性能提升验证报告,全网性能提升验证报告,assessment_output,P5,P5-T3,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,按模板填写验证目标、数据来源、对比结果、结论边界和后续建议。,全网性能提升验证报告,全网性能提升验证报告,planned,pending_professional_review,medium,reports/P5-T3详细能力节点字段表V0.2.csv,报告结构完整、数据来源清楚、判断有依据、未闭环边界明确、后续建议可执行。
BV03-0085,P6T2-N01,明确信令问题分析任务与数据来源,P6T2-C01,P6T2-C01,resource_card,P6,P6-T2,text_card;worksheet;simulation_case,case_intro;data_reading,读取任务描述、log入口、地图、指标和信令材料，填写分析任务单。,问题分析任务单,问题分析任务单,planned,pending_media_review,medium,reports/P6-T2详细能力节点字段表V0.2.csv,需确认仿真界面标注是否准确表达信令分析入口。
BV03-0086,P6T2-N01,明确信令问题分析任务与数据来源,P6T2-W01,P6T2-W01,resource_card,P6,P6-T2,text_card;worksheet;simulation_case,case_intro;data_reading,读取任务描述、log入口、地图、指标和信令材料，填写分析任务单。,问题分析任务单,问题分析任务单,planned,pending_media_review,medium,reports/P6-T2详细能力节点字段表V0.2.csv,需确认仿真界面标注是否准确表达信令分析入口。
BV03-0087,P6T2-N01,明确信令问题分析任务与数据来源,问题分析任务单,问题分析任务单,assessment_output,P6,P6-T2,text_card;worksheet;simulation_case,case_intro;data_reading,读取任务描述、log入口、地图、指标和信令材料，填写分析任务单。,问题分析任务单,问题分析任务单,planned,pending_media_review,medium,reports/P6-T2详细能力节点字段表V0.2.csv,能说明问题现象、材料来源、待查信令和不能直接下结论的缺口。
BV03-0088,P6T2-N02,区分覆盖、接入、切换、掉线类问题,P6T2-C02,P6T2-C02,resource_card,P6,P6-T2,redrawn_image;worksheet;table,evidence_classification;problem_diagnosis,对照现象、指标和信令线索，把问题归入四类并写出依据。,问题类型判断表,问题类型判断表,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,四类问题分类口径和图示需通信专业教师确认。
BV03-0089,P6T2-N02,区分覆盖、接入、切换、掉线类问题,P6T2-W02,P6T2-W02,resource_card,P6,P6-T2,redrawn_image;worksheet;table,evidence_classification;problem_diagnosis,对照现象、指标和信令线索，把问题归入四类并写出依据。,问题类型判断表,问题类型判断表,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,四类问题分类口径和图示需通信专业教师确认。
BV03-0090,P6T2-N02,区分覆盖、接入、切换、掉线类问题,问题类型判断表,问题类型判断表,assessment_output,P6,P6-T2,redrawn_image;worksheet;table,evidence_classification;problem_diagnosis,对照现象、指标和信令线索，把问题归入四类并写出依据。,问题类型判断表,问题类型判断表,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,能说明主问题类型、证据依据和为什么暂不能排除其他类型。
BV03-0091,P6T2-N03,建立接入类问题排查链,P6T2-C03,P6T2-C03,resource_card,P6,P6-T2,redrawn_image;worksheet;simulation_case,process_ordering;problem_diagnosis;proposal_matching,按接入流程排序排查项，并标出每一步要看的信令或参数。,接入问题排查路径,接入问题排查路径,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,接入流程、PRACH、切片、NG连接等处理顺序需专业复核。
BV03-0092,P6T2-N03,建立接入类问题排查链,P6T2-W03,P6T2-W03,resource_card,P6,P6-T2,redrawn_image;worksheet;simulation_case,process_ordering;problem_diagnosis;proposal_matching,按接入流程排序排查项，并标出每一步要看的信令或参数。,接入问题排查路径,接入问题排查路径,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,接入流程、PRACH、切片、NG连接等处理顺序需专业复核。
BV03-0093,P6T2-N03,建立接入类问题排查链,P6T1-C-REG,P6T1-C-REG,resource_card,P6,P6-T2,redrawn_image;worksheet;simulation_case,process_ordering;problem_diagnosis;proposal_matching,按接入流程排序排查项，并标出每一步要看的信令或参数。,接入问题排查路径,接入问题排查路径,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,接入流程、PRACH、切片、NG连接等处理顺序需专业复核。
BV03-0094,P6T2-N03,建立接入类问题排查链,P6T1-C-PDU,P6T1-C-PDU,resource_card,P6,P6-T2,redrawn_image;worksheet;simulation_case,process_ordering;problem_diagnosis;proposal_matching,按接入流程排序排查项，并标出每一步要看的信令或参数。,接入问题排查路径,接入问题排查路径,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,接入流程、PRACH、切片、NG连接等处理顺序需专业复核。
BV03-0095,P6T2-N03,建立接入类问题排查链,接入问题排查路径,接入问题排查路径,assessment_output,P6,P6-T2,redrawn_image;worksheet;simulation_case,process_ordering;problem_diagnosis;proposal_matching,按接入流程排序排查项，并标出每一步要看的信令或参数。,接入问题排查路径,接入问题排查路径,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,能按流程说明排查顺序、证据来源和下一步处理方向。
BV03-0096,P6T2-N04,建立切换类问题信令证据链,P6T2-C04,P6T2-C04,resource_card,P6,P6-T2,annotated_image;redrawn_image;worksheet,metric_annotation;evidence_classification;problem_diagnosis,标注切换流程中的关键节点，判断是未上报、未下发、未收到还是执行失败。,切换问题证据链,切换问题证据链,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,切换信令卡点、RSRP变化和优化建议需专业复核。
BV03-0097,P6T2-N04,建立切换类问题信令证据链,P6T2-W04,P6T2-W04,resource_card,P6,P6-T2,annotated_image;redrawn_image;worksheet,metric_annotation;evidence_classification;problem_diagnosis,标注切换流程中的关键节点，判断是未上报、未下发、未收到还是执行失败。,切换问题证据链,切换问题证据链,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,切换信令卡点、RSRP变化和优化建议需专业复核。
BV03-0098,P6T2-N04,建立切换类问题信令证据链,P6T1-C-RRCRECFG,P6T1-C-RRCRECFG,resource_card,P6,P6-T2,annotated_image;redrawn_image;worksheet,metric_annotation;evidence_classification;problem_diagnosis,标注切换流程中的关键节点，判断是未上报、未下发、未收到还是执行失败。,切换问题证据链,切换问题证据链,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,切换信令卡点、RSRP变化和优化建议需专业复核。
BV03-0099,P6T2-N04,建立切换类问题信令证据链,切换问题证据链,切换问题证据链,assessment_output,P6,P6-T2,annotated_image;redrawn_image;worksheet,metric_annotation;evidence_classification;problem_diagnosis,标注切换流程中的关键节点，判断是未上报、未下发、未收到还是执行失败。,切换问题证据链,切换问题证据链,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,能说明切换问题发生在哪一步、对应信令证据和优化判断边界。
BV03-0100,P6T2-N05,建立掉线类问题复盘链,P6T2-C05,P6T2-C05,resource_card,P6,P6-T2,text_card;worksheet;rubric,reflection_summary;problem_diagnosis;risk_checking,对照掉线表现，填写原因链、证据和待排除项。,掉线原因复盘单,掉线原因复盘单,planned,pending_professional_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,掉线定义、原因分类和复盘口径需专业复核。
BV03-0101,P6T2-N05,建立掉线类问题复盘链,P6T2-W05,P6T2-W05,resource_card,P6,P6-T2,text_card;worksheet;rubric,reflection_summary;problem_diagnosis;risk_checking,对照掉线表现，填写原因链、证据和待排除项。,掉线原因复盘单,掉线原因复盘单,planned,pending_professional_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,掉线定义、原因分类和复盘口径需专业复核。
BV03-0102,P6T2-N05,建立掉线类问题复盘链,掉线原因复盘单,掉线原因复盘单,assessment_output,P6,P6-T2,text_card;worksheet;rubric,reflection_summary;problem_diagnosis;risk_checking,对照掉线表现，填写原因链、证据和待排除项。,掉线原因复盘单,掉线原因复盘单,planned,pending_professional_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,能把掉线现象、信令表现、可能原因和待排查项分开表达。
BV03-0103,P6T2-N06,提出优化建议并说明适用边界,P6T2-C06,P6T2-C06,resource_card,P6,P6-T2,simulation_case;redrawn_image;worksheet;table,proposal_matching;risk_checking;comparison_analysis,把原因卡与优化建议卡匹配，写出建议、适用条件和复测方式。,优化建议卡,优化建议卡,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,功率、波束、CIO、切换触发时间等建议需专业复核。
BV03-0104,P6T2-N06,提出优化建议并说明适用边界,P6T2-W06,P6T2-W06,resource_card,P6,P6-T2,simulation_case;redrawn_image;worksheet;table,proposal_matching;risk_checking;comparison_analysis,把原因卡与优化建议卡匹配，写出建议、适用条件和复测方式。,优化建议卡,优化建议卡,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,功率、波束、CIO、切换触发时间等建议需专业复核。
BV03-0105,P6T2-N06,提出优化建议并说明适用边界,优化建议卡,优化建议卡,assessment_output,P6,P6-T2,simulation_case;redrawn_image;worksheet;table,proposal_matching;risk_checking;comparison_analysis,把原因卡与优化建议卡匹配，写出建议、适用条件和复测方式。,优化建议卡,优化建议卡,planned,pending_media_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,能提出与原因相匹配的建议，并说明该建议不能解决哪些问题。
BV03-0106,P6T2-N07,输出信令问题分析与复盘报告,P6T2-C07,P6T2-C07,resource_card,P6,P6-T2,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,整理现象、证据链、原因判断、优化建议、复测方式和待复核点。,信令问题分析报告,信令问题分析报告,planned,pending_professional_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,报告结构、信令结论和建议边界需教师及通信专业专家复核。
BV03-0107,P6T2-N07,输出信令问题分析与复盘报告,P6T2-W07,P6T2-W07,resource_card,P6,P6-T2,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,整理现象、证据链、原因判断、优化建议、复测方式和待复核点。,信令问题分析报告,信令问题分析报告,planned,pending_professional_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,报告结构、信令结论和建议边界需教师及通信专业专家复核。
BV03-0108,P6T2-N07,输出信令问题分析与复盘报告,P6T2-RPT01,P6T2-RPT01,resource_card,P6,P6-T2,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,整理现象、证据链、原因判断、优化建议、复测方式和待复核点。,信令问题分析报告,信令问题分析报告,planned,pending_professional_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,报告结构、信令结论和建议边界需教师及通信专业专家复核。
BV03-0109,P6T2-N07,输出信令问题分析与复盘报告,信令问题分析报告,信令问题分析报告,assessment_output,P6,P6-T2,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,整理现象、证据链、原因判断、优化建议、复测方式和待复核点。,信令问题分析报告,信令问题分析报告,planned,pending_professional_review,high,reports/P6-T2详细能力节点字段表V0.2.csv,能让教师或专业复核者追溯现象、证据、原因、建议和复测要求。
BV03-0110,P4T2-N03,读覆盖指标,IMG-288,IMG-288 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读覆盖指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,覆盖优化结果截图需重绘或标注后才能作为教学证据。
BV03-0111,P4T2-N04,读移动性指标,IMG-236,IMG-236 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读移动性指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,切换流程图需标注测量、判决、执行阶段。
BV03-0112,P4T2-N04,读移动性指标,IMG-245,IMG-245 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读移动性指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,SA切换流程需重绘为教学版。
BV03-0113,P4T2-N04,读移动性指标,IMG-289,IMG-289 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读移动性指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,切换优化结果截图需重绘或标注。
BV03-0114,P4T2-N05,读体验与容量指标,IMG-290,IMG-290 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读体验与容量指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,时延结果截图需替换为时延指标对比表。
BV03-0115,P4T2-N05,读体验与容量指标,IMG-291,IMG-291 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读体验与容量指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,速率结果截图需替换为速率指标对比表。
BV03-0116,P4T2-N05,读体验与容量指标,IMG-292,IMG-292 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读体验与容量指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,容量结果截图需重绘容量负荷图。
BV03-0117,P4T2-N05,读体验与容量指标,IMG-293,IMG-293 原教材媒体资源,media_asset_review,P4,P4-T2,image;redrawn_image,not_applicable,not_applicable,not_applicable,读体验与容量指标,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,掉线结果截图需重绘掉线率证据链图。
BV03-0118,P5T3-N02,选择验证数据源与复测路径,IMG-325,IMG-325 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,选择验证数据源与复测路径,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,性能验证数据源图需重绘为教学化选择图。
BV03-0119,P5T3-N03,建立优化前后KPI对比基线,IMG-326,IMG-326 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,建立优化前后KPI对比基线,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,数据中心界面需重绘为教学化KPI对比表。
BV03-0120,P5T3-N04,验证接入与保持类提升效果,IMG-327,IMG-327 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,未下发A2重配截图需标注或重绘。
BV03-0121,P5T3-N04,验证接入与保持类提升效果,IMG-328,IMG-328 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,问题分析截图需标注。
BV03-0122,P5T3-N04,验证接入与保持类提升效果,IMG-329,IMG-329 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,A2重配正常截图需重绘对照。
BV03-0123,P5T3-N04,验证接入与保持类提升效果,IMG-330,IMG-330 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,PDU会话未完全建立截图需标注。
BV03-0124,P5T3-N04,验证接入与保持类提升效果,IMG-331,IMG-331 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,网络配置图需版权和清晰度审核。
BV03-0125,P5T3-N04,验证接入与保持类提升效果,IMG-332,IMG-332 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,配置截图需重绘。
BV03-0126,P5T3-N04,验证接入与保持类提升效果,IMG-333,IMG-333 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,优化过程截图需重绘。
BV03-0127,P5T3-N04,验证接入与保持类提升效果,IMG-334,IMG-334 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,PDU会话建立正常截图需重绘对照。
BV03-0128,P5T3-N04,验证接入与保持类提升效果,IMG-335,IMG-335 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,弱覆盖导致掉线截图需标注。
BV03-0129,P5T3-N04,验证接入与保持类提升效果,IMG-336,IMG-336 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证接入与保持类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,掉线效果验证截图需重绘为复测对比图。
BV03-0130,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-337,IMG-337 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,乒乓切换测试图示需标注。
BV03-0131,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-338,IMG-338 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,乒乓切换效果验证图需重绘。
BV03-0132,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-339,IMG-339 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,低速率问题截图需标注。
BV03-0133,P5T3-N05,验证移动性、资源与可用类提升效果,IMG-340,IMG-340 原教材媒体资源,media_asset_review,P5,P5-T3,image;redrawn_image,not_applicable,not_applicable,not_applicable,验证移动性、资源与可用类提升效果,pending_media_review,pending_media_review,high,reports/课程能力图谱V2关系边表.csv,低速率复测图需重绘。
