v03_edge_id,source_node_id,source_node_name,target_node_id,target_node_name,relation_raw_type,relation_type,relation_summary,source_task_id,target_task_id,edge_scope,source_file,review_status,display_priority,version_status
EV03-0113,IMG-329,IMG-329 原教材媒体资源,P5T3-N04,验证接入与保持类提升效果,evidenced_by,资源证据,A2重配正常截图需重绘对照。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0114,IMG-330,IMG-330 原教材媒体资源,P5T3-N04,验证接入与保持类提升效果,evidenced_by,资源证据,PDU会话未完全建立截图需标注。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0115,IMG-331,IMG-331 原教材媒体资源,P5T3-N04,验证接入与保持类提升效果,evidenced_by,资源证据,网络配置图需版权和清晰度审核。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0116,IMG-332,IMG-332 原教材媒体资源,P5T3-N04,验证接入与保持类提升效果,evidenced_by,资源证据,配置截图需重绘。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0117,IMG-333,IMG-333 原教材媒体资源,P5T3-N04,验证接入与保持类提升效果,evidenced_by,资源证据,优化过程截图需重绘。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0118,IMG-334,IMG-334 原教材媒体资源,P5T3-N04,验证接入与保持类提升效果,evidenced_by,资源证据,PDU会话建立正常截图需重绘对照。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0119,IMG-335,IMG-335 原教材媒体资源,P5T3-N04,验证接入与保持类提升效果,evidenced_by,资源证据,弱覆盖导致掉线截图需标注。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0120,IMG-336,IMG-336 原教材媒体资源,P5T3-N04,验证接入与保持类提升效果,evidenced_by,资源证据,掉线效果验证截图需重绘为复测对比图。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0121,P5T3-N05,验证移动性、资源与可用类提升效果,P5T3-N03,建立优化前后KPI对比基线,requires,前置基础,移动性、资源和可用类效果判断必须基于优化前后KPI。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0122,P4T2-N03,读覆盖指标,P5T3-N05,验证移动性、资源与可用类提升效果,supports,支撑判断,覆盖指标读法支撑资源类低速率验证。,P4-T2,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0123,P4T2-N05,读体验与容量指标,P5T3-N05,验证移动性、资源与可用类提升效果,supports,支撑判断,体验与容量指标读法支撑资源类和可用类验证。,P4-T2,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0124,P5T3-N05,验证移动性、资源与可用类提升效果,P5T3-N06,判断未闭环指标与二次分析入口,precedes,直接递进,移动性、资源和可用类未闭环问题进入二次分析入口。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0125,IMG-337,IMG-337 原教材媒体资源,P5T3-N05,验证移动性、资源与可用类提升效果,evidenced_by,资源证据,乒乓切换测试图示需标注。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0126,IMG-338,IMG-338 原教材媒体资源,P5T3-N05,验证移动性、资源与可用类提升效果,evidenced_by,资源证据,乒乓切换效果验证图需重绘。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0127,IMG-339,IMG-339 原教材媒体资源,P5T3-N05,验证移动性、资源与可用类提升效果,evidenced_by,资源证据,低速率问题截图需标注。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0128,IMG-340,IMG-340 原教材媒体资源,P5T3-N05,验证移动性、资源与可用类提升效果,evidenced_by,资源证据,低速率复测图需重绘。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0129,IMG-341,IMG-341 原教材媒体资源,P5T3-N05,验证移动性、资源与可用类提升效果,evidenced_by,资源证据,可用类问题路测图需标注。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0130,IMG-342,IMG-342 原教材媒体资源,P5T3-N05,验证移动性、资源与可用类提升效果,evidenced_by,资源证据,光链路故障证据需标注。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0131,IMG-343,IMG-343 原教材媒体资源,P5T3-N05,验证移动性、资源与可用类提升效果,evidenced_by,资源证据,可用类复测图需重绘。,,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待媒体审查,7,current
EV03-0132,P5T3-N06,判断未闭环指标与二次分析入口,P5T3-N04,验证接入与保持类提升效果,requires,前置基础,接入与保持类验证结果是未闭环判断输入之一。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0133,P5T3-N06,判断未闭环指标与二次分析入口,P5T3-N05,验证移动性、资源与可用类提升效果,requires,前置基础,移动性、资源和可用类验证结果是未闭环判断输入之一。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0134,P2T3-N06,归纳问题类型与原因链,P5T3-N06,判断未闭环指标与二次分析入口,supports,支撑判断,问题类型与原因链支撑未闭环分类。,P2-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0135,P5T3-N06,判断未闭环指标与二次分析入口,P5T3-N07,输出全网性能提升验证报告,precedes,直接递进,未闭环清单进入验证报告。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0136,P5T3-N06,判断未闭环指标与二次分析入口,AU-10,AU-10 信令分析与复杂问题复盘,extends,问题回流,需复杂复盘的问题进入信令分析与复杂问题复盘能力。,P5-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,1,current
EV03-0137,P5T3-N06,判断未闭环指标与二次分析入口,P6-T1,任务 P6-T1 关键信令流程及解析,extends,问题回流,后续可用P6任务验证复杂信令问题定位。,P5-T3,P6-T1,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,1,current
EV03-0138,P5T3-N07,输出全网性能提升验证报告,P5T3-N01,确认性能提升方案与验证口径,requires,前置基础,报告必须包含验证目标和口径。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0139,P5T3-N07,输出全网性能提升验证报告,P5T3-N02,选择验证数据源与复测路径,requires,前置基础,报告必须说明数据来源。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0140,P5T3-N07,输出全网性能提升验证报告,P5T3-N03,建立优化前后KPI对比基线,requires,前置基础,KPI对比基线是报告证据基础。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0141,P5T3-N07,输出全网性能提升验证报告,P5T3-N04,验证接入与保持类提升效果,requires,前置基础,接入与保持类判断进入报告。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0142,P5T3-N07,输出全网性能提升验证报告,P5T3-N05,验证移动性、资源与可用类提升效果,requires,前置基础,移动性、资源和可用类判断进入报告。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0143,P5T3-N07,输出全网性能提升验证报告,P5T3-N06,判断未闭环指标与二次分析入口,requires,前置基础,未闭环问题和后续入口进入报告。,P5-T3,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0144,P4T2-N08,修正职业表达,P5T3-N07,输出全网性能提升验证报告,supports,支撑判断,职业表达修正经验支撑验证报告表达。,P4-T2,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0145,P5T3-N07,输出全网性能提升验证报告,P6-T1,任务 P6-T1 关键信令流程及解析,extends,问题回流,未闭环复杂问题可进入P6复盘。,P5-T3,P6-T1,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,1,current
EV03-0146,P5T3-N07,输出全网性能提升验证报告,AU-10,AU-10 信令分析与复杂问题复盘,extends,问题回流,验证报告中的复杂问题清单连接信令分析与复杂问题复盘。,P5-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,1,current
EV03-0147,P5T3-N06,判断未闭环指标与二次分析入口,P6T2-N01,明确信令问题分析任务与数据来源,requires,前置基础,未闭环指标进入信令复盘前需明确分析任务。,P5-T3,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0148,P2T3-N01,明确分析任务与数据来源,P6T2-N01,明确信令问题分析任务与数据来源,supports,支撑判断,测试数据来源识别支撑信令分析任务界定。,P2-T3,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0149,P6-T1,任务 P6-T1 关键信令流程及解析,P6T2-N01,明确信令问题分析任务与数据来源,supports,支撑判断,关键信令流程为问题分析提供先修支撑。,,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,3,current
EV03-0150,P6T2-N01,明确信令问题分析任务与数据来源,P6T2-N02,区分覆盖、接入、切换、掉线类问题,precedes,直接递进,先确认问题和材料再分类。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0151,P6T2-N01,明确信令问题分析任务与数据来源,P6T2-N02,区分覆盖、接入、切换、掉线类问题,requires,前置基础,先明确材料再进行问题分类。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0152,P2T3-N06,归纳问题类型与原因链,P6T2-N02,区分覆盖、接入、切换、掉线类问题,supports,支撑判断,问题类型归纳经验支撑四类信令问题分类。,P2-T3,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0153,P4T2-N03,读覆盖指标,P6T2-N02,区分覆盖、接入、切换、掉线类问题,supports,支撑判断,覆盖指标读法支撑覆盖类问题判断。,P4-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0154,P4T2-N04,读移动性指标,P6T2-N02,区分覆盖、接入、切换、掉线类问题,supports,支撑判断,移动性指标读法支撑切换类问题判断。,P4-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0155,P6T2-N02,区分覆盖、接入、切换、掉线类问题,P6T2-N03,建立接入类问题排查链,precedes,直接递进,接入类问题进入接入排查链。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0156,P6T2-N02,区分覆盖、接入、切换、掉线类问题,P6T2-N04,建立切换类问题信令证据链,precedes,直接递进,切换类问题进入切换证据链。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0157,P6T2-N02,区分覆盖、接入、切换、掉线类问题,P6T2-N05,建立掉线类问题复盘链,precedes,直接递进,掉线类问题进入掉线复盘链。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0158,P6T2-N02,区分覆盖、接入、切换、掉线类问题,P6T2-N03,建立接入类问题排查链,requires,前置基础,接入类问题分类后进入接入排查链。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0159,P6-T1,任务 P6-T1 关键信令流程及解析,P6T2-N03,建立接入类问题排查链,supports,支撑判断,注册流程和PDU会话流程支撑接入类问题分析。,,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,3,current
EV03-0160,P5T3-N04,验证接入与保持类提升效果,P6T2-N03,建立接入类问题排查链,supports,支撑判断,接入与保持类验证中未闭环问题可进入接入排查。,P5-T3,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0161,P6T2-N03,建立接入类问题排查链,P6T2-N06,提出优化建议并说明适用边界,precedes,直接递进,排查链完成后提出优化建议。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0162,P6T2-N02,区分覆盖、接入、切换、掉线类问题,P6T2-N04,建立切换类问题信令证据链,requires,前置基础,切换类问题分类后进入切换证据链。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0163,P4T2-N04,读移动性指标,P6T2-N04,建立切换类问题信令证据链,supports,支撑判断,移动性指标读法支撑切换类问题证据判断。,P4-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0164,P5T3-N05,验证移动性、资源与可用类提升效果,P6T2-N04,建立切换类问题信令证据链,supports,支撑判断,移动性验证中未闭环问题可进入切换信令复盘。,P5-T3,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0165,P6-T1,任务 P6-T1 关键信令流程及解析,P6T2-N04,建立切换类问题信令证据链,supports,支撑判断,RRCReconfiguration解析支撑切换命令识别。,,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,3,current
EV03-0166,P6T2-N04,建立切换类问题信令证据链,P6T2-N06,提出优化建议并说明适用边界,precedes,直接递进,切换证据链完成后提出优化建议。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0167,P6T2-N02,区分覆盖、接入、切换、掉线类问题,P6T2-N05,建立掉线类问题复盘链,requires,前置基础,掉线类问题分类后进入掉线复盘链。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0168,P4T2-N06,选择判断依据,P6T2-N05,建立掉线类问题复盘链,supports,支撑判断,初步验收结论中的掉线异常可进入信令复盘。,P4-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0169,P5T3-N06,判断未闭环指标与二次分析入口,P6T2-N05,建立掉线类问题复盘链,supports,支撑判断,未闭环掉线指标进入复杂复盘。,P5-T3,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0170,P6T2-N05,建立掉线类问题复盘链,P6T2-N06,提出优化建议并说明适用边界,precedes,直接递进,复盘原因后提出优化建议。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0171,P6T2-N03,建立接入类问题排查链,P6T2-N06,提出优化建议并说明适用边界,requires,前置基础,接入问题排查结论支撑优化建议。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0172,P6T2-N04,建立切换类问题信令证据链,P6T2-N06,提出优化建议并说明适用边界,requires,前置基础,切换证据链支撑优化建议。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0173,P6T2-N05,建立掉线类问题复盘链,P6T2-N06,提出优化建议并说明适用边界,requires,前置基础,掉线复盘结论支撑优化建议。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0174,P2T3-N07,制定整改建议,P6T2-N06,提出优化建议并说明适用边界,supports,支撑判断,整改建议表达经验支撑复杂问题建议。,P2-T3,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0175,P6T2-N06,提出优化建议并说明适用边界,P6T2-N07,输出信令问题分析与复盘报告,precedes,直接递进,先形成建议再写复盘报告。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,1,current
EV03-0176,P6T2-N06,提出优化建议并说明适用边界,P4T2-N07,形成验收结论,remediates,问题回流,复杂问题建议可反哺优化验收。,P6-T2,P4-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,4,current
EV03-0177,P6T2-N06,提出优化建议并说明适用边界,P5T3-N03,建立优化前后KPI对比基线,extends,问题回流,建议实施后需要回到性能对比基线复测。,P6-T2,P5-T3,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,4,current
EV03-0178,P6T2-N06,提出优化建议并说明适用边界,P6T2-N07,输出信令问题分析与复盘报告,requires,前置基础,优化建议完成后才能形成复盘报告。,P6-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0179,P2T3-N08,输出分析报告并连接复测,P6T2-N07,输出信令问题分析与复盘报告,supports,支撑判断,分析报告表达经验支撑信令报告。,P2-T3,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0180,P4T2-N08,修正职业表达,P6T2-N07,输出信令问题分析与复盘报告,supports,支撑判断,职业表达修正经验支撑复盘报告。,P4-T2,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0181,P5T3-N07,输出全网性能提升验证报告,P6T2-N07,输出信令问题分析与复盘报告,supports,支撑判断,全网性能验证报告支撑信令复盘报告结构。,P5-T3,P6-T2,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,待专业复核,2,current
EV03-0182,P6T2-N07,输出信令问题分析与复盘报告,AU-10,AU-10 信令分析与复杂问题复盘,assesses,能力挂接,信令复盘报告作为AU-10阶段性评价产出。,P6-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0183,P2T3-N01,明确分析任务与数据来源,AU-03,AU-03,maps_to_ability,能力挂接,明确分析任务与数据来源主挂AU-03，用于能力单元统计、资源组织和评价归集。,P2-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0184,P2T3-N02,完成LOG导入与报告导出,AU-03,AU-03,maps_to_ability,能力挂接,完成LOG导入与报告导出主挂AU-03，用于能力单元统计、资源组织和评价归集。,P2-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0185,P2T3-N03,识读关键指标与判断边界,AU-03,AU-03,maps_to_ability,能力挂接,识读关键指标与判断边界主挂AU-03，用于能力单元统计、资源组织和评价归集。,P2-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0186,P2T3-N04,判断覆盖类异常,AU-03,AU-03,maps_to_ability,能力挂接,判断覆盖类异常主挂AU-03，用于能力单元统计、资源组织和评价归集。,P2-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0187,P2T3-N05,判断移动性/邻区异常,AU-03,AU-03,maps_to_ability,能力挂接,判断移动性/邻区异常主挂AU-03，用于能力单元统计、资源组织和评价归集。,P2-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0188,P2T3-N06,归纳问题类型与原因链,AU-05,AU-05,maps_to_ability,能力挂接,归纳问题类型与原因链主挂AU-05，用于能力单元统计、资源组织和评价归集。,P2-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0189,P2T3-N07,制定整改建议,AU-05,AU-05,maps_to_ability,能力挂接,制定整改建议主挂AU-05，用于能力单元统计、资源组织和评价归集。,P2-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0190,P2T3-N08,输出分析报告并连接复测,AU-03,AU-03,maps_to_ability,能力挂接,输出分析报告并连接复测主挂AU-03，用于能力单元统计、资源组织和评价归集。,P2-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0191,P4T2-N01,识别验证场景,AU-07,AU-07,maps_to_ability,能力挂接,识别验证场景主挂AU-07，用于能力单元统计、资源组织和评价归集。,P4-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0192,P4T2-N02,区分改善与达标,AU-07,AU-07,maps_to_ability,能力挂接,区分改善与达标主挂AU-07，用于能力单元统计、资源组织和评价归集。,P4-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0193,P4T2-N03,读覆盖指标,AU-07,AU-07,maps_to_ability,能力挂接,读覆盖指标主挂AU-07，用于能力单元统计、资源组织和评价归集。,P4-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0194,P4T2-N04,读移动性指标,AU-07,AU-07,maps_to_ability,能力挂接,读移动性指标主挂AU-07，用于能力单元统计、资源组织和评价归集。,P4-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0195,P4T2-N05,读体验与容量指标,AU-07,AU-07,maps_to_ability,能力挂接,读体验与容量指标主挂AU-07，用于能力单元统计、资源组织和评价归集。,P4-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0196,P4T2-N06,选择判断依据,AU-07,AU-07,maps_to_ability,能力挂接,选择判断依据主挂AU-07，用于能力单元统计、资源组织和评价归集。,P4-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0197,P4T2-N07,形成验收结论,AU-07,AU-07,maps_to_ability,能力挂接,形成验收结论主挂AU-07，用于能力单元统计、资源组织和评价归集。,P4-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0198,P4T2-N08,修正职业表达,AU-08,AU-08,maps_to_ability,能力挂接,修正职业表达主挂AU-08，用于能力单元统计、资源组织和评价归集。,P4-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0199,P5T3-N01,确认性能提升方案与验证口径,AU-09,AU-09,maps_to_ability,能力挂接,确认性能提升方案与验证口径主挂AU-09，用于能力单元统计、资源组织和评价归集。,P5-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0200,P5T3-N02,选择验证数据源与复测路径,AU-09,AU-09,maps_to_ability,能力挂接,选择验证数据源与复测路径主挂AU-09，用于能力单元统计、资源组织和评价归集。,P5-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0201,P5T3-N03,建立优化前后KPI对比基线,AU-09,AU-09,maps_to_ability,能力挂接,建立优化前后KPI对比基线主挂AU-09，用于能力单元统计、资源组织和评价归集。,P5-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0202,P5T3-N04,验证接入与保持类提升效果,AU-09,AU-09,maps_to_ability,能力挂接,验证接入与保持类提升效果主挂AU-09，用于能力单元统计、资源组织和评价归集。,P5-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0203,P5T3-N05,验证移动性、资源与可用类提升效果,AU-09,AU-09,maps_to_ability,能力挂接,验证移动性、资源与可用类提升效果主挂AU-09，用于能力单元统计、资源组织和评价归集。,P5-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0204,P5T3-N06,判断未闭环指标与二次分析入口,AU-09,AU-09,maps_to_ability,能力挂接,判断未闭环指标与二次分析入口主挂AU-09，用于能力单元统计、资源组织和评价归集。,P5-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0205,P5T3-N07,输出全网性能提升验证报告,AU-09,AU-09,maps_to_ability,能力挂接,输出全网性能提升验证报告主挂AU-09，用于能力单元统计、资源组织和评价归集。,P5-T3,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0206,P6T2-N01,明确信令问题分析任务与数据来源,AU-10,AU-10,maps_to_ability,能力挂接,明确信令问题分析任务与数据来源主挂AU-10，用于能力单元统计、资源组织和评价归集。,P6-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0207,P6T2-N02,区分覆盖、接入、切换、掉线类问题,AU-10,AU-10,maps_to_ability,能力挂接,区分覆盖、接入、切换、掉线类问题主挂AU-10，用于能力单元统计、资源组织和评价归集。,P6-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0208,P6T2-N03,建立接入类问题排查链,AU-10,AU-10,maps_to_ability,能力挂接,建立接入类问题排查链主挂AU-10，用于能力单元统计、资源组织和评价归集。,P6-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0209,P6T2-N04,建立切换类问题信令证据链,AU-10,AU-10,maps_to_ability,能力挂接,建立切换类问题信令证据链主挂AU-10，用于能力单元统计、资源组织和评价归集。,P6-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0210,P6T2-N05,建立掉线类问题复盘链,AU-10,AU-10,maps_to_ability,能力挂接,建立掉线类问题复盘链主挂AU-10，用于能力单元统计、资源组织和评价归集。,P6-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0211,P6T2-N06,提出优化建议并说明适用边界,AU-10,AU-10,maps_to_ability,能力挂接,提出优化建议并说明适用边界主挂AU-10，用于能力单元统计、资源组织和评价归集。,P6-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03-0212,P6T2-N07,输出信令问题分析与复盘报告,AU-10,AU-10,maps_to_ability,能力挂接,输出信令问题分析与复盘报告主挂AU-10，用于能力单元统计、资源组织和评价归集。,P6-T2,,v2_1_relation_review,reports/课程能力图谱V2关系边表.csv,内部试拆,5,current
EV03A-INC-P2T2-001,P2-T2,任务2：5G网络测试问题处理,P2T2-N01,判断测试异常现象与影响范围,decomposes,任务拆分详细节点,P2-T2补拆进入测试异常现象判断节点。,P2-T2,P2-T2,v03a_increment,reports/P2-T2增量补拆内部评审报告.md,内部试拆,1,current
EV03A-INC-P2T2-002,P2-T1,任务1：DT/CQT测试准备和执行,P2T2-N01,判断测试异常现象与影响范围,precedes,直接递进,测试执行中出现异常后进入异常现象判断。,P2-T1,P2-T2,v03a_increment,reports/P2-T2增量补拆内部评审报告.md,待专业复核,2,current
EV03A-INC-P2T2-003,P2T2-N01,判断测试异常现象与影响范围,P2T2-N02,按排查路径处理设备、软件与数据问题,precedes,直接递进,先确认异常现象和影响范围，再选择设备、软件或数据排查路径。,P2-T2,P2-T2,v03a_increment,reports/P2-T2增量补拆内部评审报告.md,内部试拆,1,current
EV03A-INC-P2T2-004,P2T2-N02,按排查路径处理设备、软件与数据问题,P2T2-N03,完成现场协调与责任升级,precedes,直接递进,排查后仍需外部支撑或现场许可时进入协调升级。,P2-T2,P2-T2,v03a_increment,reports/P2-T2增量补拆内部评审报告.md,内部试拆,1,current
EV03A-INC-P2T2-005,P2T2-N02,按排查路径处理设备、软件与数据问题,P2T2-N04,形成问题处理闭环记录与预案,precedes,直接递进,排查结果进入闭环记录和预案。,P2-T2,P2-T2,v03a_increment,reports/P2-T2增量补拆内部评审报告.md,内部试拆,1,current
