asset_id,asset_name,asset_type,source_or_output,governance_role,graph_binding,review_status,current_use,next_action,path
A-V035-002,课程能力图谱节点主数据表V0.3.5.csv,graph_master_data,output,V0.3.5候选节点主数据，新增P4-T1六个详细能力节点,COURSE-5G-NETOPT;P4-T1;P4T1-N01-P4T1-N06,structure_validated_candidate,作为下一轮候选节点主数据，不进入页面生产,完成结构校验和短内部复核后，等待人工确认是否作为新推荐主数据基线,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱节点主数据表V0.3.5.csv
A-V035-003,课程能力图谱关系主数据表V0.3.5.csv,graph_relation_data,output,V0.3.5候选关系主数据，新增P4-T1二十四条关系，不改写V0.3.4既有关系,COURSE-5G-NETOPT;P4-T1;P2-T3;P3-T3;P4-T2;AU-05;AU-06;AU-07,structure_validated_candidate,作为下一轮候选关系主数据，不提前追加P4-T3关系,后续专业复核跨任务支撑、问题回流和P4-T2交接关系,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱关系主数据表V0.3.5.csv
A-V035-004,课程能力图谱资源活动评价挂接表V0.3.5.csv,graph_binding_data,output,V0.3.5候选资源活动评价挂接主数据，新增P4-T1十八条资源、活动、评价和媒体审查挂接,P4T1-N01-P4T1-N06;P4T1-C01-P4T1-C07;P4T1-W01-P4T1-W06;P4T1-IMG01;P4T1-CASE01,structure_validated_candidate,作为下一轮候选资源活动评价挂接，不进入正式资源生产,后续完成专业、媒体、数据安全、编辑和教学有效性复核,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱资源活动评价挂接表V0.3.5.csv
A-V035-005,课程能力图谱输入输出物治理清单V0.3.5.csv,asset_governance_data,output,V0.3.5候选输入输出物治理清单，纳入P4-T1增量和V0.3.5自身输出,COURSE-5G-NETOPT;P4-T1,structure_validated_candidate,作为当前候选输入输出物治理清单,后续新增主线资产继续追加治理记录,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱输入输出物治理清单V0.3.5.csv
A-V035-006,课程能力图谱V0.3.5结构校验记录.md,validation_record,output,记录V0.3.5候选主数据节点、关系、挂接和输入输出物治理清单结构校验结果,COURSE-5G-NETOPT;V0.3.5候选主数据;P4-T1,structure_validated_candidate,作为V0.3.5候选主数据进入短内部复核前置门禁,治理同步后形成V0.3.5短内部复核，再判断是否提升为推荐主数据基线,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱V0.3.5结构校验记录.md
A-V035-INC-P4T3-001,P4-T3基于V0.3.5主数据补拆验证报告,governance_report,output,说明P4-T3为什么拆、拆成哪些节点、如何接入V0.3.5和V0.4风险治理,P4-T3;P4T3-N01-P4T3-N06,internal_review,作为P4-T3补拆验证依据,完成结构校验和内部评审后再判断是否进入后续合并准备,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P4-T3基于V0.3.5主数据补拆验证报告.md
A-V035-INC-P4T3-002,P4-T3详细能力节点主数据增量样表V0.3.5,structured_data,output,P4-T3六个详细能力节点增量样表,P4T3-N01;P4T3-N02;P4T3-N03;P4T3-N04;P4T3-N05;P4T3-N06,internal_review,作为P4-T3节点增量表,通过结构校验后进入内部评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P4-T3详细能力节点主数据增量样表V0.3.5.csv
A-V035-INC-P4T3-003,P4-T3关系增量样表V0.3.5,structured_data,output,P4-T3任务拆分、内部递进、前置支撑、问题回流和能力挂接关系增量样表,P4-T3;P4T3-N01-P4T3-N06;P4T1-N05;P4T1-N06;P4T2-N02;P4T2-N06;P4T2-N07;P4T2-N08;P2T3-N08;AU-06;AU-07;AU-08,internal_review,作为P4-T3关系增量表,通过结构校验后进入内部评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P4-T3关系增量样表V0.3.5.csv
A-V035-INC-P4T3-004,P4-T3资源活动评价挂接增量样表V0.3.5,structured_data,output,P4-T3资源、活动、评价和媒体审查挂接增量样表,P4T3-N01-P4T3-N06;P4T3-IMG01,internal_review,作为P4-T3资源活动评价挂接增量表,通过结构校验后进入内部评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P4-T3资源活动评价挂接增量样表V0.3.5.csv
A-V035-INC-P4T3-005,P4-T3输入输出物治理增量记录V0.3.5,structured_data,output,P4-T3本轮输入输出物治理记录,P4-T3;P4T3-N01-P4T3-N06,internal_review,作为P4-T3过程资产追溯表,与其他增量文件一起纳入治理层,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P4-T3输入输出物治理增量记录V0.3.5.csv
A-V035-INC-P4T3-006,P4-T3风险治理扩展增量样表V0.4,structured_data,output,P4-T3节点和高风险挂接对象的V0.4风险治理记录,P4T3-N01-P4T3-N06;P4T3-IMG01;P4T3-W02;P4T3-W03;P4T3-W04;P4T3-W05;P4T3-W06,internal_review,作为P4-T3风险治理增量表,通过枚举校验后进入内部评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P4-T3风险治理扩展增量样表V0.4.csv
A-V035-INC-P4T3-007,P4-T3补拆验证实施计划,governance_plan,input,作为P4-T3补拆范围、边界和门禁依据,P4-T3,approved_for_execution,指导本轮补拆验证,后续如进入合并准备需回看本计划门禁,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P4-T3基于V0.3.5主数据补拆验证实施计划.md
A-V035-INC-P4T3-008,P4-T3原文抽取段,source_text,input,作为P4-T3补拆的原始教材来源,P4-T3,source_extracted,支撑节点、资源和风险判断,必要时继续回看原文第7053-7365行,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/extracted/textbook.md
A-V035-INC-P4T3-009,P4-T3任务清单记录,source_table,input,作为P4-T3篇幅、图片、表格和案例信号的任务级来源,P4-T3,source_extracted,辅助判断P4-T3是否适合第六类普通任务验证,必要时复核task_inventory对应记录,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/task_inventory.csv
A-V035-INC-P4T3-010,P4-T3原教材测试截图image300,source_media,input,作为P4-T3越区覆盖案例测试截图待审来源,P4T3-N05;P4T3-IMG01,pending_media_review,仅作为媒体审查和重绘来源,正式学生端不得裸用原截图,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/assets/media/image300.png
A-V035-INC-P4T3-011,P4-T3原教材测试截图image301,source_media,input,作为P4-T3优化后效果截图待审来源,P4T3-N05;P4T3-IMG01,pending_media_review,仅作为媒体审查和重绘来源,正式学生端不得裸用原截图,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/assets/media/image301.png
A-V035-INC-P4T3-012,P4-T3增量结构校验记录V0.3.5,quality_record,output,记录P4-T3增量样表结构、ID、关系端点、挂接节点、路径和V0.4风险记录引用校验结果,P4-T3;P4T3-N01-P4T3-N06,internal_review,作为P4-T3内部评审前置门禁,若后续样表修订需重新执行结构校验,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P4-T3增量结构校验记录V0.3.5.md
A-V035-INC-P4T3-013,P4-T3增量补拆内部评审报告V0.3.5,review_report,output,评审P4-T3六节点补拆是否有条件通过以及是否暂不合并主数据,P4-T3;P4T3-N01-P4T3-N06,internal_review,作为P4-T3下一步是否修订或合并准备的依据,完成后同步治理层,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P4-T3增量补拆内部评审报告V0.3.5.md
A-V036-001,课程能力图谱主数据合并说明V0.3.6.md,governance_report,output,说明V0.3.6候选主数据由V0.3.5主数据加P4-T3 V0.3.5增量合并形成,COURSE-5G-NETOPT;P4-T3;P4T3-N01-P4T3-N06,candidate_generated_pending_validation,作为V0.3.6候选主数据说明文件,随V0.3.6候选主数据表一起校验并纳入治理索引,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱主数据合并说明V0.3.6.md
A-V036-002,课程能力图谱节点主数据表V0.3.6.csv,graph_master_data,output,V0.3.6候选节点主数据，新增P4-T3六个详细能力节点,COURSE-5G-NETOPT;P4-T3;P4T3-N01-P4T3-N06;AU-08,structure_validated_candidate,作为下一轮候选节点主数据，不进入页面生产,完成结构校验和短内部复核后，等待人工确认是否作为新推荐主数据基线,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱节点主数据表V0.3.6.csv
A-V036-003,课程能力图谱关系主数据表V0.3.6.csv,graph_relation_data,output,V0.3.6候选关系主数据，新增P4-T3三十条关系，不改写V0.3.5既有关系,COURSE-5G-NETOPT;P4-T3;P4-T1;P4-T2;P2-T3;AU-06;AU-07;AU-08,structure_validated_candidate,作为下一轮候选关系主数据，保留跨任务关系复核状态,后续专业复核P4-T3跨任务支撑、问题回流和客户沟通边界关系,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱关系主数据表V0.3.6.csv
A-V036-004,课程能力图谱资源活动评价挂接表V0.3.6.csv,graph_binding_data,output,V0.3.6候选资源活动评价挂接主数据，新增P4-T3十九条资源、活动、评价和媒体审查挂接,P4T3-N01-P4T3-N06;P4T3-C01-P4T3-C06;P4T3-W01-P4T3-W06;P4T3-IMG01,structure_validated_candidate,作为下一轮候选资源活动评价挂接，不进入正式资源生产,后续完成专业、媒体、数据安全、编辑和教学有效性复核,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱资源活动评价挂接表V0.3.6.csv
A-V036-005,课程能力图谱输入输出物治理清单V0.3.6.csv,asset_governance_data,output,V0.3.6候选输入输出物治理清单，纳入P4-T3增量和V0.3.6自身输出,COURSE-5G-NETOPT;P4-T3,structure_validated_candidate,作为当前候选输入输出物治理清单,后续新增主线资产继续追加治理记录,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱输入输出物治理清单V0.3.6.csv
A-V036-006,课程能力图谱V0.3.6结构校验记录.md,validation_record,output,记录V0.3.6候选主数据节点、关系、挂接和输入输出物治理清单结构校验结果,COURSE-5G-NETOPT;V0.3.6候选主数据;P4-T3,structure_validated_candidate,作为V0.3.6候选主数据进入短内部复核前置门禁,治理同步后形成V0.3.6短内部复核，再判断是否提升为推荐主数据基线,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱V0.3.6结构校验记录.md
A-V036-INC-P3T2-001,P3-T2基于V0.3.6主数据补拆验证报告,governance_report,output,说明P3-T2为什么拆、拆成哪些节点、如何接入V0.3.6和V0.4风险治理,P3-T2;P3T2-N01-P3T2-N06,internal_review,作为P3-T2受控补拆验证依据,完成结构校验和内部评审后再判断是否短复核,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T2基于V0.3.6主数据补拆验证报告.md
A-V036-INC-P3T2-002,P3-T2详细能力节点主数据增量样表V0.3.6,csv_output,output,记录P3-T2本轮6个详细能力节点候选,P3T2-N01-P3T2-N06,internal_review,作为节点增量候选表,结构校验通过后进入内部评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T2详细能力节点主数据增量样表V0.3.6.csv
A-V036-INC-P3T2-003,P3-T2关系增量样表V0.3.6,csv_output,output,记录P3-T2内部递进、支撑判断、后续分流和能力挂接关系,P3-T2;P3T2-N01-P3T2-N06;AU-04,internal_review,作为关系增量候选表,检查端点是否存在并保留跨任务关系复核,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T2关系增量样表V0.3.6.csv
A-V036-INC-P3T2-004,P3-T2资源活动评价挂接增量样表V0.3.6,csv_output,output,记录P3-T2资源卡、学习活动、评价产出和媒体审查对象,P3T2-N01-P3T2-N06,internal_review,作为资源活动评价候选表,后续需按资源治理和教材正文生产进一步细化,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T2资源活动评价挂接增量样表V0.3.6.csv
A-V036-INC-P3T2-005,P3-T2输入输出物治理增量记录V0.3.6,csv_output,output,记录本轮P3-T2补拆输入和输出资产,P3-T2,internal_review,作为资产治理增量记录,同步治理层资产总表,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T2输入输出物治理增量记录V0.3.6.csv
A-V036-INC-P3T2-006,P3-T2风险治理扩展增量样表V0.4,csv_output,output,记录P3-T2账号、日志、告警、指标、案例和截图的V0.4风险字段,P3-T2;P3T2-N01-P3T2-N06,internal_review,作为V0.4风险治理候选表,结构校验后进入内部评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T2风险治理扩展增量样表V0.4.csv
A-V036-INC-P3T2-007,P3-T2增量结构校验记录V0.3.6,validation_report,output,记录P3-T2增量样表结构校验结果,P3-T2;P3T2-N01-P3T2-N06,internal_review,作为是否进入内部评审的依据,同步治理层并用于后续短内部复核,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T2增量结构校验记录V0.3.6.md
A-V036-INC-P3T2-008,P3-T2增量补拆内部评审报告V0.3.6,review_report,output,记录P3-T2受控补拆内部评审结论,P3-T2;P3T2-N01-P3T2-N06,internal_review,作为是否短复核或修订的依据,同步治理层并进入下一步短内部复核,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T2增量补拆内部评审报告V0.3.6.md
A-V036-INC-P3T2-009,extracted/textbook.md,extracted_text,input_derivative,提供P3-T2原文抽取文本和行号依据,P3-T2,source_available,支撑本轮补拆节点、关系和风险判断,后续如进入正文生产需做段落级引用ID治理,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/extracted/textbook.md
A-V036-INC-P3T2-010,task_inventory.csv,governance_table,input_derivative,提供P3-T2行数、图片数、表格数、测试和案例信号,P3-T2,source_available,支撑本轮任务选择和媒体风险判断,后续继续用于任务类型候选矩阵,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/task_inventory.csv
A-V036-INC-P3T2-011,课程能力图谱主数据V0.3.6,baseline_data,input,作为P3-T2增量校验的当前推荐主数据基线,COURSE-5G-NETOPT;P3-T2,baseline_current,用于检查新增节点、关系端点和挂接对象,不得被本轮增量样表直接覆盖,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱节点主数据表V0.3.6.csv
A-V036-INC-P3T2-012,P3-T2原教材网管截图image122至image145,media_source,input,记录P3-T2原教材截图媒体风险对象,P3-T2;P3T2-MEDIA01,pending_media_review,仅作为内部分析和媒体审查对象,后续逐张判断保留、重绘、替换、删除或仅内部分析,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/assets/media
A-V036-INC-P3T2-013,P3-T2基于V0.3.6主数据补拆验证实施计划,implementation_plan,input,规定P3-T2受控补拆范围、边界和输出清单,P3-T2,approved_for_execution,作为本轮补拆执行计划,执行完成后与校验和评审结果一起归档治理,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T2基于V0.3.6主数据补拆验证实施计划.md
A-V037-INC-P3T4-001,P3-T4基于V0.3.7主数据补拆验证报告,governance_report,output,说明P3-T4为什么拆、拆成哪些节点、如何接入V0.3.7和V0.4风险治理,P3-T4;P3T4-N01-P3T4-N06,internal_review,作为P3-T4受控补拆验证依据,完成结构校验和内部评审后再判断是否短复核,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4基于V0.3.7主数据补拆验证报告.md
A-V037-INC-P3T4-002,P3-T4详细能力节点主数据增量样表V0.3.7,csv_output,output,记录P3-T4本轮6个详细能力节点候选,P3T4-N01-P3T4-N06,internal_review,作为节点增量候选表,结构校验通过后进入内部评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv
A-V037-INC-P3T4-003,P3-T4关系增量样表V0.3.7,csv_output,output,记录P3-T4内部递进、前置支撑、后续递进、问题回流和能力挂接关系,P3-T4;P3T4-N01-P3T4-N06;AU-04;AU-06;AU-07,internal_review,作为关系增量候选表,检查端点是否存在并保留跨任务关系复核,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4关系增量样表V0.3.7.csv
A-V037-INC-P3T4-004,P3-T4资源活动评价挂接增量样表V0.3.7,csv_output,output,记录P3-T4资源卡、学习活动、评价产出和媒体审查对象,P3T4-N01-P3T4-N06,internal_review,作为资源活动评价候选表,后续需按资源治理和教材正文生产进一步细化,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4资源活动评价挂接增量样表V0.3.7.csv
A-V037-INC-P3T4-005,P3-T4输入输出物治理增量记录V0.3.7,csv_output,output,记录P3-T4输入依据、输出表、校验记录和评审报告,P3-T4;P3T4-N01-P3T4-N06,internal_review,作为本轮资产治理清单,后续治理同步时纳入资产总表,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4输入输出物治理增量记录V0.3.7.csv
A-V037-INC-P3T4-006,P3-T4风险治理扩展增量样表V0.4,csv_output,output,记录P3-T4授权、误操作、媒体、参数口径、NSA场景和数据安全风险,P3-T4;P3T4-N01-P3T4-N06;P3T4-M01,internal_review,作为V0.4旁挂风险治理候选表,结构校验通过后进入内部评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4风险治理扩展增量样表V0.4.csv
A-V037-INC-P3T4-007,P3-T4增量结构校验记录V0.3.7,validation_report,output,记录P3-T4节点、关系、挂接、资产和风险表的结构校验结果,P3-T4;P3T4-N01-P3T4-N06,pending,待生成,完成CSV结构和端点校验后生成,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4增量结构校验记录V0.3.7.md
A-V037-INC-P3T4-008,P3-T4增量补拆内部评审报告V0.3.7,internal_review_report,output,对P3-T4补拆颗粒度、关系链条、风险门禁和合并条件进行内部评审,P3-T4;P3T4-N01-P3T4-N06,pending,待生成,结构校验通过后生成内部评审报告,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4增量补拆内部评审报告V0.3.7.md
A-V037-INC-P3T4-009,原教材P3-T4抽取文本,source_text,input,提供P3-T4任务导入、任务要求、知识准备、任务实施、随堂测试和案例原文,P3-T4;P3T4-N01-P3T4-N06,source_available,作为P3-T4补拆内容来源,补拆时需结合专业复核和教学化改写,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/extracted/textbook.md
A-V037-INC-P3T4-010,V0.3.7节点主数据表,source_data,input,提供P3-T4任务骨架、AU-04、AU-06和项目三结构依据,P3-T4;AU-04;AU-06,source_available,作为端点和基线校验依据,不得直接改写主表,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱节点主数据表V0.3.7.csv
A-V037-INC-P3T4-011,V0.3.7关系主数据表,source_data,input,提供P3T2-N06、P3T3-N03、P3T3-N06到P3-T4的既有关系依据,P3-T4;P3T2-N06;P3T3-N03;P3T3-N06,source_available,作为跨任务关系校验依据,不得隐性改写既有关系,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱关系主数据表V0.3.7.csv
A-V037-INC-P3T4-012,P3-T4媒体资源候选池,media_source,input,包含image180至image197等邻区参数、NSA锚点、参数修改、案例信令和参数截图,P3T4-N02;P3T4-N04;P3T4-N05,pending_media_review,作为媒体审查和重绘候选对象,不得裸进正式学生端,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/assets/media
A-V037-INC-P3T4-013,P3-T4补拆验证实施计划,governance_plan,input,限定P3-T4补拆边界、候选节点、关系预案、风险治理和校验规则,P3-T4;P3T4-N01-P3T4-N06,source_available,作为本轮补拆执行依据,补拆报告和样表需与计划口径一致,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4基于V0.3.7主数据补拆验证实施计划.md
