edge_id,source_node_id,source_node_name,target_node_id,target_node_name,relation_raw_type,relation_type,relation_summary,source_task_id,target_task_id,evidence_source,review_status,display_priority
E110,P5T3-N07,输出全网性能提升验证报告,P5T3-N03,建立优化前后KPI对比基线,requires,前置基础,KPI对比基线是报告证据基础。,P5-T3,P5-T3,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,待专业复核,2
E111,P5T3-N07,输出全网性能提升验证报告,P5T3-N04,验证接入与保持类提升效果,requires,前置基础,接入与保持类判断进入报告。,P5-T3,P5-T3,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,待专业复核,2
E112,P5T3-N07,输出全网性能提升验证报告,P5T3-N05,验证移动性、资源与可用类提升效果,requires,前置基础,移动性、资源和可用类判断进入报告。,P5-T3,P5-T3,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,待专业复核,2
E113,P5T3-N07,输出全网性能提升验证报告,P5T3-N06,判断未闭环指标与二次分析入口,requires,前置基础,未闭环问题和后续入口进入报告。,P5-T3,P5-T3,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,待专业复核,2
E114,P4T2-N08,修正职业表达,P5T3-N07,输出全网性能提升验证报告,supports,支撑判断,职业表达修正经验支撑验证报告表达。,P4-T2,P5-T3,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,待专业复核,2
E115,P5T3-N07,输出全网性能提升验证报告,P6-T1,任务 P6-T1 关键信令流程及解析,extends,问题回流,未闭环复杂问题可进入P6复盘。,P5-T3,P6-T1,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,待专业复核,1
E116,P5T3-N07,输出全网性能提升验证报告,AU-10,AU-10 信令分析与复杂问题复盘,extends,问题回流,验证报告中的复杂问题清单连接信令分析与复杂问题复盘。,P5-T3,,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,待专业复核,1
E117,P5T3-N06,判断未闭环指标与二次分析入口,P6T2-N01,明确信令问题分析任务与数据来源,requires,前置基础,未闭环指标进入信令复盘前需明确分析任务。,P5-T3,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E118,P2T3-N01,明确分析任务与数据来源,P6T2-N01,明确信令问题分析任务与数据来源,supports,支撑判断,测试数据来源识别支撑信令分析任务界定。,P2-T3,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E119,P6-T1,任务 P6-T1 关键信令流程及解析,P6T2-N01,明确信令问题分析任务与数据来源,supports,支撑判断,关键信令流程为问题分析提供先修支撑。,,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,3
E120,P6T2-N01,明确信令问题分析任务与数据来源,P6T2-N02,区分覆盖、接入、切换、掉线类问题,precedes,直接递进,先确认问题和材料再分类。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,1
E121,P6T2-N01,明确信令问题分析任务与数据来源,P6T2-N02,区分覆盖、接入、切换、掉线类问题,requires,前置基础,先明确材料再进行问题分类。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E122,P2T3-N06,归纳问题类型与原因链,P6T2-N02,区分覆盖、接入、切换、掉线类问题,supports,支撑判断,问题类型归纳经验支撑四类信令问题分类。,P2-T3,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E123,P4T2-N03,读覆盖指标,P6T2-N02,区分覆盖、接入、切换、掉线类问题,supports,支撑判断,覆盖指标读法支撑覆盖类问题判断。,P4-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E124,P4T2-N04,读移动性指标,P6T2-N02,区分覆盖、接入、切换、掉线类问题,supports,支撑判断,移动性指标读法支撑切换类问题判断。,P4-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E125,P6T2-N02,区分覆盖、接入、切换、掉线类问题,P6T2-N03,建立接入类问题排查链,precedes,直接递进,接入类问题进入接入排查链。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,1
E126,P6T2-N02,区分覆盖、接入、切换、掉线类问题,P6T2-N04,建立切换类问题信令证据链,precedes,直接递进,切换类问题进入切换证据链。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,1
E127,P6T2-N02,区分覆盖、接入、切换、掉线类问题,P6T2-N05,建立掉线类问题复盘链,precedes,直接递进,掉线类问题进入掉线复盘链。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,1
E128,P6T2-N02,区分覆盖、接入、切换、掉线类问题,P6T2-N03,建立接入类问题排查链,requires,前置基础,接入类问题分类后进入接入排查链。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E129,P6-T1,任务 P6-T1 关键信令流程及解析,P6T2-N03,建立接入类问题排查链,supports,支撑判断,注册流程和PDU会话流程支撑接入类问题分析。,,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,3
E130,P5T3-N04,验证接入与保持类提升效果,P6T2-N03,建立接入类问题排查链,supports,支撑判断,接入与保持类验证中未闭环问题可进入接入排查。,P5-T3,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E131,P6T2-N03,建立接入类问题排查链,P6T2-N06,提出优化建议并说明适用边界,precedes,直接递进,排查链完成后提出优化建议。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,1
E132,P6T2-N02,区分覆盖、接入、切换、掉线类问题,P6T2-N04,建立切换类问题信令证据链,requires,前置基础,切换类问题分类后进入切换证据链。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E133,P4T2-N04,读移动性指标,P6T2-N04,建立切换类问题信令证据链,supports,支撑判断,移动性指标读法支撑切换类问题证据判断。,P4-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E134,P5T3-N05,验证移动性、资源与可用类提升效果,P6T2-N04,建立切换类问题信令证据链,supports,支撑判断,移动性验证中未闭环问题可进入切换信令复盘。,P5-T3,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E135,P6-T1,任务 P6-T1 关键信令流程及解析,P6T2-N04,建立切换类问题信令证据链,supports,支撑判断,RRCReconfiguration解析支撑切换命令识别。,,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,3
E136,P6T2-N04,建立切换类问题信令证据链,P6T2-N06,提出优化建议并说明适用边界,precedes,直接递进,切换证据链完成后提出优化建议。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,1
E137,P6T2-N02,区分覆盖、接入、切换、掉线类问题,P6T2-N05,建立掉线类问题复盘链,requires,前置基础,掉线类问题分类后进入掉线复盘链。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E138,P4T2-N06,选择判断依据,P6T2-N05,建立掉线类问题复盘链,supports,支撑判断,初步验收结论中的掉线异常可进入信令复盘。,P4-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E139,P5T3-N06,判断未闭环指标与二次分析入口,P6T2-N05,建立掉线类问题复盘链,supports,支撑判断,未闭环掉线指标进入复杂复盘。,P5-T3,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E140,P6T2-N05,建立掉线类问题复盘链,P6T2-N06,提出优化建议并说明适用边界,precedes,直接递进,复盘原因后提出优化建议。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,1
E141,P6T2-N03,建立接入类问题排查链,P6T2-N06,提出优化建议并说明适用边界,requires,前置基础,接入问题排查结论支撑优化建议。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E142,P6T2-N04,建立切换类问题信令证据链,P6T2-N06,提出优化建议并说明适用边界,requires,前置基础,切换证据链支撑优化建议。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E143,P6T2-N05,建立掉线类问题复盘链,P6T2-N06,提出优化建议并说明适用边界,requires,前置基础,掉线复盘结论支撑优化建议。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E144,P2T3-N07,制定整改建议,P6T2-N06,提出优化建议并说明适用边界,supports,支撑判断,整改建议表达经验支撑复杂问题建议。,P2-T3,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E145,P6T2-N06,提出优化建议并说明适用边界,P6T2-N07,输出信令问题分析与复盘报告,precedes,直接递进,先形成建议再写复盘报告。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,1
E146,P6T2-N06,提出优化建议并说明适用边界,P4T2-N07,形成验收结论,remediates,问题回流,复杂问题建议可反哺优化验收。,P6-T2,P4-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,4
E147,P6T2-N06,提出优化建议并说明适用边界,P5T3-N03,建立优化前后KPI对比基线,extends,问题回流,建议实施后需要回到性能对比基线复测。,P6-T2,P5-T3,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,4
E148,P6T2-N06,提出优化建议并说明适用边界,P6T2-N07,输出信令问题分析与复盘报告,requires,前置基础,优化建议完成后才能形成复盘报告。,P6-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E149,P2T3-N08,输出分析报告并连接复测,P6T2-N07,输出信令问题分析与复盘报告,supports,支撑判断,分析报告表达经验支撑信令报告。,P2-T3,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E150,P4T2-N08,修正职业表达,P6T2-N07,输出信令问题分析与复盘报告,supports,支撑判断,职业表达修正经验支撑复盘报告。,P4-T2,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E151,P5T3-N07,输出全网性能提升验证报告,P6T2-N07,输出信令问题分析与复盘报告,supports,支撑判断,全网性能验证报告支撑信令复盘报告结构。,P5-T3,P6-T2,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,待专业复核,2
E152,P6T2-N07,输出信令问题分析与复盘报告,AU-10,AU-10 信令分析与复杂问题复盘,assesses,能力挂接,信令复盘报告作为AU-10阶段性评价产出。,P6-T2,,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,5
E153,P2T3-N01,明确分析任务与数据来源,AU-03,AU-03,maps_to_ability,能力挂接,明确分析任务与数据来源主挂AU-03，用于能力单元统计、资源组织和评价归集。,P2-T3,,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,内部试拆,5
E154,P2T3-N02,完成LOG导入与报告导出,AU-03,AU-03,maps_to_ability,能力挂接,完成LOG导入与报告导出主挂AU-03，用于能力单元统计、资源组织和评价归集。,P2-T3,,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,内部试拆,5
E155,P2T3-N03,识读关键指标与判断边界,AU-03,AU-03,maps_to_ability,能力挂接,识读关键指标与判断边界主挂AU-03，用于能力单元统计、资源组织和评价归集。,P2-T3,,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,内部试拆,5
E156,P2T3-N04,判断覆盖类异常,AU-03,AU-03,maps_to_ability,能力挂接,判断覆盖类异常主挂AU-03，用于能力单元统计、资源组织和评价归集。,P2-T3,,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,内部试拆,5
E157,P2T3-N05,判断移动性/邻区异常,AU-03,AU-03,maps_to_ability,能力挂接,判断移动性/邻区异常主挂AU-03，用于能力单元统计、资源组织和评价归集。,P2-T3,,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,内部试拆,5
E158,P2T3-N06,归纳问题类型与原因链,AU-05,AU-05,maps_to_ability,能力挂接,归纳问题类型与原因链主挂AU-05，用于能力单元统计、资源组织和评价归集。,P2-T3,,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,内部试拆,5
E159,P2T3-N07,制定整改建议,AU-05,AU-05,maps_to_ability,能力挂接,制定整改建议主挂AU-05，用于能力单元统计、资源组织和评价归集。,P2-T3,,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,内部试拆,5
E160,P2T3-N08,输出分析报告并连接复测,AU-03,AU-03,maps_to_ability,能力挂接,输出分析报告并连接复测主挂AU-03，用于能力单元统计、资源组织和评价归集。,P2-T3,,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,内部试拆,5
E161,P4T2-N01,识别验证场景,AU-07,AU-07,maps_to_ability,能力挂接,识别验证场景主挂AU-07，用于能力单元统计、资源组织和评价归集。,P4-T2,,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,内部试拆,5
E162,P4T2-N02,区分改善与达标,AU-07,AU-07,maps_to_ability,能力挂接,区分改善与达标主挂AU-07，用于能力单元统计、资源组织和评价归集。,P4-T2,,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,内部试拆,5
E163,P4T2-N03,读覆盖指标,AU-07,AU-07,maps_to_ability,能力挂接,读覆盖指标主挂AU-07，用于能力单元统计、资源组织和评价归集。,P4-T2,,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,内部试拆,5
E164,P4T2-N04,读移动性指标,AU-07,AU-07,maps_to_ability,能力挂接,读移动性指标主挂AU-07，用于能力单元统计、资源组织和评价归集。,P4-T2,,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,内部试拆,5
E165,P4T2-N05,读体验与容量指标,AU-07,AU-07,maps_to_ability,能力挂接,读体验与容量指标主挂AU-07，用于能力单元统计、资源组织和评价归集。,P4-T2,,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,内部试拆,5
E166,P4T2-N06,选择判断依据,AU-07,AU-07,maps_to_ability,能力挂接,选择判断依据主挂AU-07，用于能力单元统计、资源组织和评价归集。,P4-T2,,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,内部试拆,5
E167,P4T2-N07,形成验收结论,AU-07,AU-07,maps_to_ability,能力挂接,形成验收结论主挂AU-07，用于能力单元统计、资源组织和评价归集。,P4-T2,,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,内部试拆,5
E168,P4T2-N08,修正职业表达,AU-08,AU-08,maps_to_ability,能力挂接,修正职业表达主挂AU-08，用于能力单元统计、资源组织和评价归集。,P4-T2,,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,内部试拆,5
E169,P5T3-N01,确认性能提升方案与验证口径,AU-09,AU-09,maps_to_ability,能力挂接,确认性能提升方案与验证口径主挂AU-09，用于能力单元统计、资源组织和评价归集。,P5-T3,,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,内部试拆,5
E170,P5T3-N02,选择验证数据源与复测路径,AU-09,AU-09,maps_to_ability,能力挂接,选择验证数据源与复测路径主挂AU-09，用于能力单元统计、资源组织和评价归集。,P5-T3,,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,内部试拆,5
E171,P5T3-N03,建立优化前后KPI对比基线,AU-09,AU-09,maps_to_ability,能力挂接,建立优化前后KPI对比基线主挂AU-09，用于能力单元统计、资源组织和评价归集。,P5-T3,,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,内部试拆,5
E172,P5T3-N04,验证接入与保持类提升效果,AU-09,AU-09,maps_to_ability,能力挂接,验证接入与保持类提升效果主挂AU-09，用于能力单元统计、资源组织和评价归集。,P5-T3,,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,内部试拆,5
E173,P5T3-N05,验证移动性、资源与可用类提升效果,AU-09,AU-09,maps_to_ability,能力挂接,验证移动性、资源与可用类提升效果主挂AU-09，用于能力单元统计、资源组织和评价归集。,P5-T3,,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,内部试拆,5
E174,P5T3-N06,判断未闭环指标与二次分析入口,AU-09,AU-09,maps_to_ability,能力挂接,判断未闭环指标与二次分析入口主挂AU-09，用于能力单元统计、资源组织和评价归集。,P5-T3,,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,内部试拆,5
E175,P5T3-N07,输出全网性能提升验证报告,AU-09,AU-09,maps_to_ability,能力挂接,输出全网性能提升验证报告主挂AU-09，用于能力单元统计、资源组织和评价归集。,P5-T3,,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,内部试拆,5
E176,P6T2-N01,明确信令问题分析任务与数据来源,AU-10,AU-10,maps_to_ability,能力挂接,明确信令问题分析任务与数据来源主挂AU-10，用于能力单元统计、资源组织和评价归集。,P6-T2,,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,5
E177,P6T2-N02,区分覆盖、接入、切换、掉线类问题,AU-10,AU-10,maps_to_ability,能力挂接,区分覆盖、接入、切换、掉线类问题主挂AU-10，用于能力单元统计、资源组织和评价归集。,P6-T2,,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,5
E178,P6T2-N03,建立接入类问题排查链,AU-10,AU-10,maps_to_ability,能力挂接,建立接入类问题排查链主挂AU-10，用于能力单元统计、资源组织和评价归集。,P6-T2,,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,5
E179,P6T2-N04,建立切换类问题信令证据链,AU-10,AU-10,maps_to_ability,能力挂接,建立切换类问题信令证据链主挂AU-10，用于能力单元统计、资源组织和评价归集。,P6-T2,,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,5
E180,P6T2-N05,建立掉线类问题复盘链,AU-10,AU-10,maps_to_ability,能力挂接,建立掉线类问题复盘链主挂AU-10，用于能力单元统计、资源组织和评价归集。,P6-T2,,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,5
E181,P6T2-N06,提出优化建议并说明适用边界,AU-10,AU-10,maps_to_ability,能力挂接,提出优化建议并说明适用边界主挂AU-10，用于能力单元统计、资源组织和评价归集。,P6-T2,,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,5
E182,P6T2-N07,输出信令问题分析与复盘报告,AU-10,AU-10,maps_to_ability,能力挂接,输出信令问题分析与复盘报告主挂AU-10，用于能力单元统计、资源组织和评价归集。,P6-T2,,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,内部试拆,5
