v03_record_id,node_id,node_name,node_layer,parent_node_id,project_id,project_title,task_id,task_title,primary_job_process_id,secondary_job_process_ids,primary_ability_unit_id,secondary_ability_unit_ids,source_type,source_ref_id,source_maturity,student_title,student_learning_goal,student_action,student_output,assessment_output,resource_card_ids,resource_type,learning_activity_type,node_status,audit_status,review_required_type,risk_level,media_handling_status,professional_risk_type,version_status,v03_maturity,source_files,notes
N-V03-0049,P5-T2,任务2：5G全网性能提升实施,project_task,P5,P5,项目五：5G全网性能提升,P5-T2,任务2：5G全网性能提升实施,not_applicable,,not_applicable,,original_textbook;overall_prototype,reports/task_inventory.csv;samples/digital_textbook_overall_prototype/data.js,skeleton_from_input,任务2：5G全网性能提升实施,性能提升动作选择,性能提升动作选择,性能提升实施记录,性能提升实施记录,,,,draft,source_extracted,professional;editorial,low,,,current,task_skeleton_only,samples/digital_textbook_overall_prototype/data.js,结构占位
N-V03-0050,P5-T3,任务3：5G全网性能提升验证,project_task,P5,P5,项目五：5G全网性能提升,P5-T3,任务3：5G全网性能提升验证,not_applicable,,not_applicable,,original_textbook;overall_prototype,reports/task_inventory.csv;samples/digital_textbook_overall_prototype/data.js,skeleton_from_input,任务3：5G全网性能提升验证,性能提升效果验证,性能提升效果验证,提升效果评价结论,提升效果评价结论,,,,draft,source_extracted,professional;editorial,low,,,current,task_skeleton_only,samples/digital_textbook_overall_prototype/data.js,结构占位
N-V03-0051,P6,项目六：5G信令分析,project,CG-07,P6,项目六：5G信令分析,P6-T1;P6-T2,任务1：5G关键信令流程及解析;任务2：5G信令问题分析及优化,not_applicable,,not_applicable,,original_textbook;overall_prototype,reports/fullbook_structure.json;reports/task_inventory.csv;samples/digital_textbook_overall_prototype/data.js,skeleton_from_input,项目六：5G信令分析,识读关键信令流程，并对复杂信令问题进行分析与优化。,选择项目并进入任务链。,信令流程说明;信令问题分析结论,信令流程说明;信令问题分析结论,,,,draft,pending_editorial_review,editorial;professional,low,,,current,project_skeleton,samples/digital_textbook_overall_prototype/data.js,结构占位
N-V03-0052,P6-T1,任务1：5G关键信令流程及解析,project_task,P6,P6,项目六：5G信令分析,P6-T1,任务1：5G关键信令流程及解析,not_applicable,,not_applicable,,original_textbook;overall_prototype,reports/task_inventory.csv;samples/digital_textbook_overall_prototype/data.js,skeleton_from_input,任务1：5G关键信令流程及解析,信令流程识读,信令流程识读,信令流程说明,信令流程说明,,,,draft,source_extracted,professional;editorial,low,,,current,task_skeleton_only,samples/digital_textbook_overall_prototype/data.js,结构占位
N-V03-0053,P6-T2,任务2：5G信令问题分析及优化,project_task,P6,P6,项目六：5G信令分析,P6-T2,任务2：5G信令问题分析及优化,not_applicable,,not_applicable,,original_textbook;overall_prototype,reports/task_inventory.csv;samples/digital_textbook_overall_prototype/data.js,skeleton_from_input,任务2：5G信令问题分析及优化,信令问题定位,信令问题定位,信令问题分析结论,信令问题分析结论,,,,draft,source_extracted,professional;editorial,low,,,current,task_skeleton_only,samples/digital_textbook_overall_prototype/data.js,结构占位
N-V03-0054,P2T3-N01,明确分析任务与数据来源,detail_capability,AU-03,P2,项目二：5G网络测试,P2-T3,任务3 5G网络测试数据分析,JP-03,none,AU-03,none,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,v0.2_detail_field_table,先弄清要分析哪一份测试数据,我能说清本次要分析的LOG、场景和业务问题。,核对任务说明、数据来源和场景，填写分析任务单。,数据分析任务单,完成的数据分析任务单,P2T3-C01;P2T3-C02,text_card;worksheet;table,case_intro;data_reading,trial_split,pending_professional_review,professional;editorial,medium,not_applicable,data_source;procedure,current,trial_split_detail_node,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师确认任务单字段是否覆盖网优数据分析真实入口。
N-V03-0055,P2T3-N02,完成LOG导入与报告导出,detail_capability,AU-03,P2,项目二：5G网络测试,P2-T3,任务3 5G网络测试数据分析,JP-03,none,AU-03,none,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,v0.2_detail_field_table,把LOG导入，并确认报告里有什么字段,我能完成导入、导出，并知道报告中的字段能支持哪些判断。,按流程排序导入步骤，核对导出报告字段清单。,导入导出流程记录,导入导出流程记录和字段核对表,P2T3-C03;P2T3-C04,text_card;worksheet;redrawn_image;report_template,process_ordering;data_reading,trial_split,pending_media_review,professional;media;editorial,medium,redraw_required,procedure;tool_screenshot,current,trial_split_detail_node,reports/P2-T3详细能力节点字段表V0.2.csv,需确认重绘流程图不误导真实软件操作边界。
N-V03-0056,P2T3-N03,识读关键指标与判断边界,detail_capability,AU-03,P2,项目二：5G网络测试,P2-T3,任务3 5G网络测试数据分析,JP-03,JP-06,AU-03,AU-07,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,v0.2_detail_field_table,读懂关键指标能说明什么,我能把指标数值、指标含义和可能问题联系起来。,阅读指标表，标出每个指标能支持的判断类型和边界。,指标读法与边界表,指标读法与边界表,P2T3-C05;P2T3-C06;P2T3-C07,text_card;table;chart;worksheet;assessment_item,data_reading;metric_annotation,trial_split,pending_professional_review,professional;editorial,medium,not_applicable,threshold;terminology,current,trial_split_detail_node,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师复核指标边界表，避免固化不适用于全部场景的阈值。
N-V03-0057,P2T3-N04,判断覆盖类异常,detail_capability,AU-03,P2,项目二：5G网络测试,P2-T3,任务3 5G网络测试数据分析,JP-03,JP-06,AU-03,AU-07,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,v0.2_detail_field_table,判断是不是覆盖类异常,我能用指标和位置证据判断弱覆盖或覆盖不连续问题。,阅读覆盖指标表和采样点示意图，标出异常点并写出判断理由。,覆盖异常判断记录,覆盖异常判断记录,P2T3-C08;P2T3-C09;P2T3-C10,simulation_case;table;chart;worksheet;assessment_item,data_reading;metric_annotation;problem_diagnosis,trial_split,pending_professional_review,professional;editorial,medium,not_applicable,threshold;case_logic;conclusion,current,trial_split_detail_node,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师确认案例数据和覆盖判断逻辑是否正确。
N-V03-0058,P2T3-N05,判断移动性/邻区异常,detail_capability,AU-03,P2,项目二：5G网络测试,P2-T3,任务3 5G网络测试数据分析,JP-03,JP-04;JP-06,AU-03,AU-05;AU-07,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,v0.2_detail_field_table,判断是不是切换或邻区出了问题,我能把掉线、切换失败、邻区漏配等现象和证据对应起来。,排序证据链，核对测量报告、切换命令和配置检查表，判断异常类型。,移动性异常证据链,移动性异常证据链,P2T3-C11;P2T3-C12;P2T3-C13,simulation_case;table;redrawn_image;worksheet;assessment_item,process_ordering;evidence_classification;problem_diagnosis,trial_split,pending_professional_review,professional;media;editorial,medium,redraw_required,case_logic;signal_analysis;conclusion,current,trial_split_detail_node,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师确认邻区和切换案例是否符合网优诊断逻辑；媒体需重绘。
N-V03-0059,P2T3-N06,归纳问题类型与原因链,detail_capability,AU-05,P2,项目二：5G网络测试,P2-T3,任务3 5G网络测试数据分析,JP-04,JP-06,AU-05,AU-07,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,v0.2_detail_field_table,把异常现象整理成原因链,我能把“看见的问题”整理成“为什么发生、该往哪处理”。,将覆盖、邻区、切换等证据归类，补全现象-指标-原因-方向链。,异常问题清单,异常问题清单和原因链,P2T3-C14;P2T3-C15,text_card;worksheet;assessment_item;rubric,evidence_classification;problem_diagnosis;reflection_summary,trial_split,pending_professional_review,professional;editorial,medium,not_applicable,case_logic;conclusion,current,trial_split_detail_node,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师复核问题类型分类与原因链是否符合网优分析逻辑。
N-V03-0060,P2T3-N07,制定整改建议,detail_capability,AU-05,P2,项目二：5G网络测试,P2-T3,任务3 5G网络测试数据分析,JP-04,JP-05,AU-05,AU-06,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,v0.2_detail_field_table,给出可执行的整改建议,我能说明建议改什么、为什么改、改完怎么验证。,把问题原因与整改动作匹配，检查风险提示和验证方式。,整改建议卡,整改建议卡,P2T3-C16;P2T3-C17;P2T3-C18,text_card;worksheet;assessment_item;rubric,proposal_matching;risk_checking,trial_split,pending_professional_review,professional;editorial,medium,not_applicable,procedure;conclusion,current,trial_split_detail_node,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师复核整改动作是否正确，避免给出不当工程建议。
N-V03-0061,P2T3-N08,输出分析报告并连接复测,detail_capability,AU-03,P2,项目二：5G网络测试,P2-T3,任务3 5G网络测试数据分析,JP-03,JP-06,AU-03,AU-08;AU-07,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P2-T3;capability_graph_v2:AU-03;trial_split:P2-T3,v0.2_detail_field_table,写出测试数据分析报告，并说明复测要求,我能把前面的分析写成别人看得懂、能接着执行的报告。,按报告模板组织结论，补充证据、建议和复测指标。,测试数据分析报告,测试数据分析报告和修订记录,P2T3-C19;P2T3-C20;P2T3-C21,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,trial_split,pending_professional_review,professional;editorial,medium,not_applicable,conclusion;terminology,current,trial_split_detail_node,reports/P2-T3详细能力节点字段表V0.2.csv,需专业教师复核报告模板和结论表达是否符合网优岗位文件要求。
N-V03-0062,P4T2-N01,识别验证场景,detail_capability,AU-07,P4,项目四：5G端到端网络优化,P4-T2,任务2：5G网络优化结果验证,JP-06,JP-01;JP-02,AU-07,AU-03,original_textbook;professional_standard;digital_textbook_standard;teaching_simulation;ai_inference,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,v0.2_detail_field_table,先弄清这次到底要验收什么,我能把投诉线索转成覆盖、移动性、体验或容量等验证对象。,阅读宿舍区投诉场景，把四条投诉线索归入对应验证对象。,投诉到验证对象映射,投诉到验证对象映射,P4T2-C01;P4T2-C02;CASE-demo-dorm,text_card;simulation_case;worksheet;assessment_item,case_intro;evidence_classification,review_ready,pending_professional_review,professional;editorial,medium,not_applicable,data_source;case_logic,current,deep_sample_detail_node,reports/P4-T2详细能力节点字段表V0.2.csv,需专业教师确认投诉线索和验证对象的对应关系是否符合网优验收教学逻辑。
N-V03-0063,P4T2-N02,区分改善与达标,detail_capability,AU-07,P4,项目四：5G端到端网络优化,P4-T2,任务2：5G网络优化结果验证,JP-06,none,AU-07,AU-08,original_textbook;professional_standard;digital_textbook_standard;teaching_simulation;ai_inference,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,v0.2_detail_field_table,分清“有改善”和“能验收”不是一回事,我能把已改善的数据和仍未闭环的数据分开写。,对宿舍区案例中的达标指标和未达标指标做边界表达修正。,已达标依据和未闭环边界,边界表达修正记录,P4T2-C02;P4T2-C11;CASE-demo-dorm,text_card;table;worksheet;rubric;assessment_item,comparison_analysis;correction_revision,review_ready,pending_professional_review,professional;editorial,medium,not_applicable,conclusion;terminology,current,deep_sample_detail_node,reports/P4-T2详细能力节点字段表V0.2.csv,需复核“部分达标”表达是否符合职业教育课堂和网优岗位验收语境。
N-V03-0064,P4T2-N03,读覆盖指标,detail_capability,AU-07,P4,项目四：5G端到端网络优化,P4-T2,任务2：5G网络优化结果验证,JP-06,JP-03,AU-07,AU-03,original_textbook;professional_standard;digital_textbook_standard;teaching_simulation;ai_inference,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,v0.2_detail_field_table,读覆盖指标：它能证明什么，不能证明什么,我能看懂覆盖指标能支持覆盖改善，但不能单独证明业务全部恢复。,阅读覆盖指标表和地下食堂案例，标出覆盖达标依据与证据边界。,覆盖指标判断与流程排序,覆盖指标判断与证据边界,P4T2-C03;P4T2-C04;CASE-contrast-canteen,text_card;table;chart;worksheet;redrawn_image;assessment_item,data_reading;process_ordering;metric_annotation,review_ready,pending_media_review,professional;media;editorial;copyright,high,redraw_required,threshold;terminology;tool_screenshot,current,deep_sample_detail_node,reports/P4-T2详细能力节点字段表V0.2.csv,需专业教师复核覆盖指标阈值口径，媒体设计需重绘原仿真截图。
N-V03-0065,P4T2-N04,读移动性指标,detail_capability,AU-07,P4,项目四：5G端到端网络优化,P4-T2,任务2：5G网络优化结果验证,JP-06,JP-03;JP-04,AU-07,AU-03;AU-05,original_textbook;professional_standard;digital_textbook_standard;teaching_simulation;ai_inference,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,v0.2_detail_field_table,读移动性指标：走动时会不会断,我能判断移动路径上的问题不能只看静止点覆盖，还要看切换和保持数据。,按顺序排出移动性验证流程，并判断切换失败或重建偏高说明什么。,移动性验证流程,移动性验证流程和异常阶段判断,P4T2-C05;P4T2-C06;CASE-contrast-canteen,text_card;redrawn_image;interactive_animation;mini_game;worksheet;assessment_item,process_ordering;data_reading;problem_diagnosis,review_ready,pending_media_review,professional;media;editorial;copyright,high,redraw_required,procedure;signal_analysis;tool_screenshot,current,deep_sample_detail_node,reports/P4-T2详细能力节点字段表V0.2.csv,需复核SA/NSA切换教学流程和邻区/切换异常表述，原图需重绘或标注。
N-V03-0066,P4T2-N05,读体验与容量指标,detail_capability,AU-07,P4,项目四：5G端到端网络优化,P4-T2,任务2：5G网络优化结果验证,JP-06,JP-03;JP-07,AU-07,AU-03;AU-09,original_textbook;professional_standard;digital_textbook_standard;teaching_simulation;ai_inference,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,v0.2_detail_field_table,读体验与容量指标：平均好不等于尾部好,我能区分平均值达标和尾部体验、容量边界未闭环。,阅读实训楼和招聘会指标表，给每行标注通过依据或必须写边界。,通过依据和边界指标标注,指标行标注和边界表达,P4T2-C07;P4T2-C08;CASE-contrast-lab;CASE-mission-jobfair,text_card;table;chart;worksheet;redrawn_image;assessment_item,data_reading;metric_annotation;comparison_analysis,review_ready,pending_media_review,professional;media;editorial;copyright,high,redraw_required,threshold;case_logic;conclusion;tool_screenshot,current,deep_sample_detail_node,reports/P4-T2详细能力节点字段表V0.2.csv,需专业教师复核教学模拟阈值和容量/时延结论口径，媒体需重绘替换。
N-V03-0067,P4T2-N06,选择判断依据,detail_capability,AU-07,P4,项目四：5G端到端网络优化,P4-T2,任务2：5G网络优化结果验证,JP-06,JP-04,AU-07,AU-05;AU-08,original_textbook;professional_standard;digital_textbook_standard;teaching_simulation;ai_inference,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,v0.2_detail_field_table,把材料分清：依据、边界，还是背景,我能判断一条材料能不能直接证明优化后达到目标。,在体育馆活动保障案例中，把材料分入通过依据、必须写边界和背景信息。,依据链分类结果,依据链分类结果,P4T2-C09;P4T2-C10;CASE-guided-gym,simulation_case;table;worksheet;assessment_item;rubric,evidence_classification;comparison_analysis,review_ready,pending_professional_review,professional;editorial,medium,not_applicable,case_logic;conclusion,current,deep_sample_detail_node,reports/P4-T2详细能力节点字段表V0.2.csv,需复核体育馆活动保障教学模拟案例的依据链和结论边界是否合理。
N-V03-0068,P4T2-N07,形成验收结论,detail_capability,AU-07,P4,项目四：5G端到端网络优化,P4-T2,任务2：5G网络优化结果验证,JP-06,none,AU-07,AU-08,original_textbook;professional_standard;digital_textbook_standard;teaching_simulation;ai_inference,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,v0.2_detail_field_table,写出一段能提交的验收结论,我能把技术判断写成判断、依据、边界和建议四部分。,在招聘会扩容案例中拼装并提交四段式验收结论。,四段式验收结论,四段式验收结论,P4T2-C10;CASE-mission-jobfair,worksheet;assessment_item;rubric;report_template,conclusion_writing;report_output,review_ready,pending_professional_review,professional;editorial,medium,not_applicable,conclusion;terminology,current,deep_sample_detail_node,reports/P4-T2详细能力节点字段表V0.2.csv,需复核四段式结论模板是否符合网优岗位验收和后续报告输出要求。
N-V03-0069,P4T2-N08,修正职业表达,detail_capability,AU-08,P4,项目四：5G端到端网络优化,P4-T2,任务2：5G网络优化结果验证,JP-06,JP-07,AU-08,AU-07;AU-09,original_textbook;professional_standard;digital_textbook_standard;teaching_simulation;ai_inference,textbook:P4-T2;prototype:task_workbench_3_5a1;capability_graph_v2:AU-07,v0.2_detail_field_table,把结论改到能被讲评、能被使用,我能根据反馈修改验收结论，而不是只看参考答案。,对招聘会案例结论进行自评和二次修正，至少提交一条修正句。,修正后的职业表达,修正后的职业表达和修订记录,P4T2-C11;P4T2-C12;CASE-mission-jobfair,rubric;teacher_guide;worksheet;assessment_item,correction_revision;reflection_summary,review_ready,pending_professional_review,professional;editorial,medium,not_applicable,conclusion;terminology,current,deep_sample_detail_node,reports/P4-T2详细能力节点字段表V0.2.csv,需复核职业表达量规、教师观察表和专业复核表是否足以支撑真实一线试看。
N-V03-0070,P5T3-N01,确认性能提升方案与验证口径,detail_capability,AU-09,P5,项目五：5G全网性能提升,P5-T3,任务3 5G全网性能提升验证,JP-07,JP-06,AU-09,AU-07;AU-08,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,v0.2_detail_field_table,先弄清这次要验证什么,我能说清本次性能提升验证的目标、范围和判断口径。,对照提升方案，填写验证对象、验证范围、前后对比基线和达成口径。,性能提升验证任务单,性能提升验证任务单,P5T3-C01;P5T3-C02,text_card;worksheet;table,case_intro;risk_checking,trial_split,pending_professional_review,professional;media;editorial,medium,not_applicable,threshold;case_logic;conclusion,current,trial_split_detail_node,reports/P5-T3详细能力节点字段表V0.2.csv,验证口径需专业教师确认，避免把教材案例阈值泛化为行业统一标准。
N-V03-0071,P5T3-N02,选择验证数据源与复测路径,detail_capability,AU-09,P5,项目五：5G全网性能提升,P5-T3,任务3 5G全网性能提升验证,JP-07,JP-03;JP-06,AU-09,AU-03;AU-07,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,v0.2_detail_field_table,选择用什么数据来验证,我能根据验证目标选择合适的数据来源和复测方式。,把接入、保持、移动性、资源、可用类验证目标匹配到合适的数据源。,验证数据源选择表,验证数据源选择表,P5T3-C03;P5T3-C04,text_card;chart;worksheet,evidence_classification;process_ordering,trial_split,pending_media_review,professional;media;editorial;copyright,medium,redraw_required,data_source;procedure;terminology,current,trial_split_detail_node,reports/P5-T3详细能力节点字段表V0.2.csv,网管、大数据、路测、用户回访的适用边界需专业教师确认。
N-V03-0072,P5T3-N03,建立优化前后KPI对比基线,detail_capability,AU-09,P5,项目五：5G全网性能提升,P5-T3,任务3 5G全网性能提升验证,JP-07,JP-03;JP-06,AU-09,AU-03;AU-07,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,v0.2_detail_field_table,把优化前后的指标摆在一起看,我能把优化前后的关键指标整理成可比较的数据。,提取接通率、掉线率、切换、速率、可用性等指标，制作前后对比表。,优化前后KPI对比表,优化前后KPI对比表,P5T3-C05;P5T3-C06,table;chart;worksheet,metric_annotation;comparison_analysis;data_reading,trial_split,pending_media_review,professional;media;editorial;copyright,high,redraw_required,threshold;data_source;conclusion;tool_screenshot,current,trial_split_detail_node,reports/P5-T3详细能力节点字段表V0.2.csv,具体KPI阈值和场景适用口径需专业复核。
N-V03-0073,P5T3-N04,验证接入与保持类提升效果,detail_capability,AU-09,P5,项目五：5G全网性能提升,P5-T3,任务3 5G全网性能提升验证,JP-07,JP-03;JP-06,AU-09,AU-03;AU-07;AU-10,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,v0.2_detail_field_table,判断接入和掉线问题有没有真正改善,我能用接入和保持类数据判断性能提升是否有效。,阅读接入类和保持类案例材料，标出支持“已改善”和“仍有风险”的依据。,接入/保持类效果判断记录,接入/保持类效果判断记录,P5T3-C07;P5T3-C08;P5T3-C09,simulation_case;annotated_image;redrawn_image;worksheet,problem_diagnosis;evidence_classification;metric_annotation,trial_split,pending_media_review,professional;media;editorial;copyright,high,redraw_required,case_logic;signal_analysis;tool_screenshot;conclusion,current,trial_split_detail_node,reports/P5-T3详细能力节点字段表V0.2.csv,原教材接入、PDU会话、掉线相关截图需重绘或标注，专业结论需复核。
N-V03-0074,P5T3-N05,验证移动性、资源与可用类提升效果,detail_capability,AU-09,P5,项目五：5G全网性能提升,P5-T3,任务3 5G全网性能提升验证,JP-07,JP-03;JP-06,AU-09,AU-07;AU-10,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,v0.2_detail_field_table,判断切换、速率和可用性是否改善,我能用复测数据判断移动性、资源和可用类性能提升效果。,对移动性、资源、可用类案例进行前后对比，写出是否闭环和仍需关注的风险。,移动性/资源/可用类效果判断记录,移动性/资源/可用类效果判断记录,P5T3-C10;P5T3-C11;P5T3-C12,simulation_case;table;chart;redrawn_image;worksheet,comparison_analysis;problem_diagnosis;risk_checking,trial_split,pending_media_review,professional;media;editorial;copyright,high,redraw_required,case_logic;signal_analysis;tool_screenshot;conclusion,current,trial_split_detail_node,reports/P5-T3详细能力节点字段表V0.2.csv,原教材移动性、速率、光链路故障截图需媒体治理，指标和结论需专业复核。
N-V03-0075,P5T3-N06,判断未闭环指标与二次分析入口,detail_capability,AU-09,P5,项目五：5G全网性能提升,P5-T3,任务3 5G全网性能提升验证,JP-07,JP-04;JP-06,AU-09,AU-05;AU-10,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,v0.2_detail_field_table,找出还没有闭环的问题,我能判断哪些性能提升已经闭环，哪些还需要继续分析。,把案例结论分成已闭环、改善但未达标、证据不足、需信令复盘四类。,未闭环问题清单,未闭环问题清单,P5T3-C13;P5T3-C14,worksheet;text_card;rubric,evidence_classification;reflection_summary;correction_revision,trial_split,pending_professional_review,professional;editorial,high,not_applicable,case_logic;conclusion;signal_analysis,current,trial_split_detail_node,reports/P5-T3详细能力节点字段表V0.2.csv,未闭环分类和信令复盘入口需专业教师确认。
N-V03-0076,P5T3-N07,输出全网性能提升验证报告,detail_capability,AU-09,P5,项目五：5G全网性能提升,P5-T3,任务3 5G全网性能提升验证,JP-07,JP-06,AU-09,AU-08;AU-10,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P5-T3;task_inventory:P5-T3;capability_graph_v2:AU-09,v0.2_detail_field_table,写出全网性能提升验证报告,我能把验证过程整理成可提交的职业报告。,按模板填写验证目标、数据来源、对比结果、结论边界和后续建议。,全网性能提升验证报告,全网性能提升验证报告,P5T3-C15;P5T3-C16,report_template;worksheet;rubric;teacher_guide,report_output;conclusion_writing;reflection_summary,trial_split,pending_professional_review,professional;editorial,medium,not_applicable,conclusion;terminology;case_logic,current,trial_split_detail_node,reports/P5-T3详细能力节点字段表V0.2.csv,报告模板和职业表达口径需专业教师和编辑共同复核。
N-V03-0077,P6T2-N01,明确信令问题分析任务与数据来源,detail_capability,AU-10,P6,项目六：5G信令分析,P6-T2,任务2 5G信令问题分析及优化,JP-07,JP-03;JP-06,AU-10,AU-03;AU-09,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,v0.2_detail_field_table,先判断这次要分析什么问题,我能说清这次问题现象、可用材料和需要查证的信令方向。,读取任务描述、log入口、地图、指标和信令材料，填写分析任务单。,问题分析任务单,问题分析任务单,P6T2-C01;P6T2-W01,text_card;worksheet;simulation_case,case_intro;data_reading,trial_split,pending_media_review,professional;media;editorial,medium,annotate_required,data_source;tool_screenshot;signal_analysis,current,trial_split_detail_node,reports/P6-T2详细能力节点字段表V0.2.csv,需确认仿真界面标注是否准确表达信令分析入口。
N-V03-0078,P6T2-N02,区分覆盖、接入、切换、掉线类问题,detail_capability,AU-10,P6,项目六：5G信令分析,P6-T2,任务2 5G信令问题分析及优化,JP-07,JP-03;JP-04;JP-06,AU-10,AU-03;AU-07;AU-09,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,v0.2_detail_field_table,先给问题分类型,我能判断问题更像覆盖、接入、切换还是掉线，并说明分类依据。,对照现象、指标和信令线索，把问题归入四类并写出依据。,问题类型判断表,问题类型判断表,P6T2-C02;P6T2-W02,redrawn_image;worksheet;table,evidence_classification;problem_diagnosis,trial_split,pending_media_review,professional;media;editorial,high,redraw_required,threshold;case_logic;signal_analysis;tool_screenshot,current,trial_split_detail_node,reports/P6-T2详细能力节点字段表V0.2.csv,四类问题分类口径和图示需通信专业教师确认。
N-V03-0079,P6T2-N03,建立接入类问题排查链,detail_capability,AU-10,P6,项目六：5G信令分析,P6-T2,任务2 5G信令问题分析及优化,JP-07,JP-03;JP-06,AU-10,AU-03;AU-09,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,v0.2_detail_field_table,接入失败先查哪几步,我能把接入失败拆成几个可检查步骤，而不是直接猜原因。,按接入流程排序排查项，并标出每一步要看的信令或参数。,接入问题排查路径,接入问题排查路径,P6T2-C03;P6T2-W03;P6T1-C-REG;P6T1-C-PDU,redrawn_image;worksheet;simulation_case,process_ordering;problem_diagnosis;proposal_matching,trial_split,pending_media_review,professional;media;editorial;copyright,high,redraw_required,signal_analysis;procedure;case_logic;tool_screenshot,current,trial_split_detail_node,reports/P6-T2详细能力节点字段表V0.2.csv,接入流程、PRACH、切片、NG连接等处理顺序需专业复核。
N-V03-0080,P6T2-N04,建立切换类问题信令证据链,detail_capability,AU-10,P6,项目六：5G信令分析,P6-T2,任务2 5G信令问题分析及优化,JP-07,JP-03;JP-04;JP-06,AU-10,AU-03;AU-07;AU-09,original_textbook;professional_standard;digital_textbook_standard;ai_inference,textbook:P6-T2;task_inventory:P6-T2;capability_graph_v2:AU-10;reports:P6任务AU-10验证试拆对象选择与实施计划.md,v0.2_detail_field_table,切换失败卡在哪一步,我能在切换流程中找到问题卡点，并说明证据来自哪里。,标注切换流程中的关键节点，判断是未上报、未下发、未收到还是执行失败。,切换问题证据链,切换问题证据链,P6T2-C04;P6T2-W04;P6T1-C-RRCRECFG,annotated_image;redrawn_image;worksheet,metric_annotation;evidence_classification;problem_diagnosis,trial_split,pending_media_review,professional;media;editorial;copyright,high,redraw_required,signal_analysis;case_logic;conclusion;tool_screenshot,current,trial_split_detail_node,reports/P6-T2详细能力节点字段表V0.2.csv,切换信令卡点、RSRP变化和优化建议需专业复核。
